"organ","gene_id","gene_short_name","gene_type","max.cluster","second.cluster","max.expr","second.expr","fold.change","pval","qval"
"Cerebellum","ENSG00000137575.7","SDCBP","protein_coding","Vascular endothelial cells","Microglia",164.8306877,67.4579921,2.443242826,3.85e-264,3.44e-263
"Cerebellum","ENSG00000135269.13","TES","protein_coding","Vascular endothelial cells","Purkinje neurons",97.31667799,38.52152594,2.525897317,8.75e-237,7.29e-236
"Cerebellum","ENSG00000019549.4","SNAI2","protein_coding","Vascular endothelial cells","Unipolar brush cells",59.28820634,0.922448824,63.59405985,3.3e-233,2.72e-232
"Cerebellum","ENSG00000009307.11","CSDE1","protein_coding","Vascular endothelial cells","Granule neurons",321.8834984,159.1453179,2.022511737,1.94e-213,1.51e-212
"Cerebellum","ENSG00000164736.5","SOX17","protein_coding","Vascular endothelial cells","SLC24A4_PEX5L positive cells",48.64233409,0.362318841,130.673844,3.3e-201,2.48e-200
"Cerebellum","ENSG00000168679.13","SLC16A4","protein_coding","Vascular endothelial cells","Granule neurons",56.97577145,27.11531666,2.100833408,8.98e-152,5.74e-151
"Cerebellum","ENSG00000155363.14","MOV10","protein_coding","Vascular endothelial cells","Astrocytes",46.7745188,20.64375516,2.265182212,3.54e-122,2e-121
"Cerebellum","ENSG00000105856.9","HBP1","protein_coding","Vascular endothelial cells","Astrocytes",74.320211,52.04223609,1.427992659,3.53e-102,1.81e-101
"Cerebellum","ENSG00000179097.4","HTR1F","protein_coding","Vascular endothelial cells","Inhibitory interneurons",23.64198421,0.084033613,251.5269098,1.59e-97,7.95e-97
"Cerebellum","ENSG00000147485.8","PXDNL","protein_coding","Vascular endothelial cells","Astrocytes",43.75205238,39.12567877,1.118213706,1.06e-90,5.12e-90
"Cerebellum","ENSG00000163349.17","HIPK1","protein_coding","Vascular endothelial cells","Microglia",95.18383844,47.49588398,2.003832588,7.88e-83,3.62e-82
"Cerebellum","ENSG00000173218.10","VANGL1","protein_coding","Vascular endothelial cells","Unipolar brush cells",40.43339234,6.243670974,6.467144259,2.3e-76,1.01e-75
"Cerebellum","ENSG00000163399.11","ATP1A1","protein_coding","Vascular endothelial cells","Microglia",72.06184342,64.12227585,1.123799872,4.05e-60,1.57e-59
"Cerebellum","ENSG00000104331.4","IMPAD1","protein_coding","Vascular endothelial cells","Oligodendrocytes",84.94842982,77.95504424,1.089698988,2.98e-59,1.15e-58
"Cerebellum","ENSG00000214194.4","LINC00998","protein_coding","Vascular endothelial cells","Microglia",26.00994579,18.84777863,1.37979909,4.33e-54,1.6e-53
"Cerebellum","ENSG00000143079.10","CTTNBP2NL","protein_coding","Vascular endothelial cells","SLC24A4_PEX5L positive cells",133.4459939,114.829109,1.16211276,6.18e-53,2.25e-52
"Cerebellum","ENSG00000183508.4","FAM46C","protein_coding","Vascular endothelial cells","Unipolar brush cells",15.53285439,1.226648557,12.56852992,1.57e-49,5.51e-49
"Cerebellum","ENSG00000134248.9","LAMTOR5","protein_coding","Vascular endothelial cells","Microglia",47.96520532,16.47518146,2.910201834,1e-48,3.49e-48
"Cerebellum","ENSG00000116396.9","KCNC4","protein_coding","Vascular endothelial cells","SLC24A4_PEX5L positive cells",28.01347064,18.67638848,1.499672913,8.49e-45,2.84e-44
"Cerebellum","ENSG00000052723.7","SIKE1","protein_coding","Vascular endothelial cells","Astrocytes",48.65347402,20.81052319,2.337283919,5.68e-42,1.84e-41
"Cerebellum","ENSG00000213281.4","NRAS","protein_coding","Vascular endothelial cells","Astrocytes",40.0813251,16.10200919,2.488288371,9.35e-40,2.96e-39
"Cerebellum","ENSG00000065135.7","GNAI3","protein_coding","Vascular endothelial cells","Microglia",68.89554135,60.65461755,1.135843992,2.59e-36,7.87e-36
"Cerebellum","ENSG00000031698.8","SARS","protein_coding","Vascular endothelial cells","Unipolar brush cells",72.13000592,52.66701048,1.36947798,9.9e-36,2.98e-35
"Cerebellum","ENSG00000143106.8","PSMA5","protein_coding","Vascular endothelial cells","Microglia",52.22004506,27.10479283,1.926256468,3.29e-34,9.74e-34
"Cerebellum","ENSG00000083937.4","CHMP2B","protein_coding","Vascular endothelial cells","Astrocytes",37.67267292,36.93163921,1.020059578,1.25e-32,3.61e-32
"Cerebellum","ENSG00000128534.3","NAA38","protein_coding","Vascular endothelial cells","Microglia",34.14126009,31.27331824,1.091676395,2.77e-32,7.98e-32
"Cerebellum","ENSG00000197780.5","TAF13","protein_coding","Vascular endothelial cells","Astrocytes",34.40823829,15.39991786,2.233512119,1.54e-28,4.19e-28
"Cerebellum","ENSG00000085491.11","SLC25A24","protein_coding","Vascular endothelial cells","Microglia",50.6159698,45.7408948,1.106556932,2.48e-27,6.67e-27
"Cerebellum","ENSG00000092607.9","TBX15","protein_coding","Vascular endothelial cells","Inhibitory interneurons",12.01388106,4.469111022,2.684434701,4.84e-27,1.29e-26
"Cerebellum","ENSG00000253276.1","CCDC71L","protein_coding","Vascular endothelial cells","Inhibitory interneurons",21.69126751,8.77757413,2.469540193,2.65e-26,7.01e-26
"Cerebellum","ENSG00000116459.6","ATP5F1","protein_coding","Vascular endothelial cells","SLC24A4_PEX5L positive cells",64.36587819,33.82976864,1.902373473,7e-26,1.84e-25
"Cerebellum","ENSG00000215717.5","TMEM167B","protein_coding","Vascular endothelial cells","Purkinje neurons",34.39938071,17.78608686,1.933536343,1.26e-23,3.21e-23
"Cerebellum","ENSG00000091140.8","DLD","protein_coding","Vascular endothelial cells","Inhibitory interneurons",53.06048981,30.2014994,1.756632106,2.91e-21,7.1e-21
"Cerebellum","ENSG00000177683.9","THAP5","protein_coding","Vascular endothelial cells","Astrocytes",31.82031331,20.9812058,1.516364215,7.51e-19,1.76e-18
"Cerebellum","ENSG00000175105.5","ZNF654","protein_coding","Vascular endothelial cells","Astrocytes",29.93597129,14.58976474,2.051126976,1.8e-18,4.19e-18
"Cerebellum","ENSG00000134202.6","GSTM3","protein_coding","Vascular endothelial cells","Astrocytes",19.34551705,18.5933347,1.040432662,6.81e-15,1.47e-14
"Cerebellum","ENSG00000118655.4","DCLRE1B","protein_coding","Vascular endothelial cells","Granule neurons",17.87296705,9.381986532,1.904066513,4.57e-14,9.71e-14
"Cerebellum","ENSG00000116455.9","WDR77","protein_coding","Vascular endothelial cells","Microglia",20.17291492,11.80041128,1.708908729,8.47e-13,1.74e-12
"Cerebellum","ENSG00000135241.12","PNPLA8","protein_coding","Vascular endothelial cells","Unipolar brush cells",68.11010398,52.14301563,1.306158487,1.11e-12,2.27e-12
"Cerebellum","ENSG00000198890.6","PRMT6","protein_coding","Vascular endothelial cells","Astrocytes",10.08552027,5.068327146,1.98796178,4.15e-12,8.4e-12
"Cerebellum","ENSG00000071243.11","ING3","protein_coding","Vascular endothelial cells","Oligodendrocytes",27.40347668,24.70119121,1.109354723,2.15e-11,4.28e-11
"Cerebellum","ENSG00000104237.6","RP1","protein_coding","Vascular endothelial cells","Oligodendrocytes",3.144090336,0.089365505,31.74230673,2.32e-11,4.61e-11
"Cerebellum","ENSG00000116337.11","AMPD2","protein_coding","Vascular endothelial cells","Astrocytes",13.16428649,8.843115913,1.488096012,1.03e-10,2.01e-10
"Cerebellum","ENSG00000137547.4","MRPL15","protein_coding","Vascular endothelial cells","Microglia",17.37880352,13.07309511,1.329104724,3.4e-10,6.52e-10
"Cerebellum","ENSG00000105879.7","CBLL1","protein_coding","Vascular endothelial cells","Microglia",25.50898033,20.29421848,1.256831449,3.92e-10,7.51e-10
"Cerebellum","ENSG00000091137.7","SLC26A4","protein_coding","Vascular endothelial cells","Unipolar brush cells",4.22856798,3.446759913,1.226167882,3.11e-08,5.61e-08
"Cerebellum","ENSG00000179021.5","C3orf38","protein_coding","Vascular endothelial cells","Astrocytes",37.07763541,31.60879256,1.172961787,1.95e-07,3.41e-07
"Cerebellum","ENSG00000128590.4","DNAJB9","protein_coding","Vascular endothelial cells","Inhibitory interneurons",16.85150337,14.05542192,1.198791154,1.61e-05,2.58e-05
"Cerebellum","ENSG00000121931.11","LRIF1","protein_coding","Vascular endothelial cells","Inhibitory interneurons",14.89327316,11.2558036,1.322877062,0.000239,0.000361
"Cerebellum","ENSG00000034239.6","EFCAB1","protein_coding","Vascular endothelial cells","Astrocytes",1.982430609,1.404002844,1.409071146,0.000332,0.000496
