"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"240","OTG-s_occipito-temporal gyrus, Right, superior bank of gyrus","datasource",1,884,451.639,2.76e-81,"*",0.338,1.14264e-78
"241","Pa_Paraventricular Nuclei, Left of Thalamus, Left","datasource",1,884,660.306,3.34e-109,"*",0.428,1.38276e-106
"242","Pa_Paraventricular Nuclei, Right of Thalamus, Right","datasource",1,884,624.776,9.98e-105,"*",0.414,4.13172e-102
"243","PalHy_Pallidohypothalamic Nucleus, Left","datasource",1,884,380.117,1.07e-70,"*",0.301,4.4298e-68
"244","PaOG_parolfactory gyri, Left","datasource",1,884,413.436,1.06e-75,"*",0.319,4.3884e-73
"245","PaOG_parolfactory gyri, Right","datasource",1,884,445.151,2.38e-80,"*",0.335,9.8532e-78
"246","PCLa_paracentral lobule, anterior part, Left","datasource",1,884,406.847,1.01e-74,"*",0.315,4.1814e-72
"247","PCLa-i_paracentral lobule, anterior part, Left, inferior bank of gyrus","datasource",1,884,370.719,2.93e-69,"*",0.295,1.21302e-66
"248","PCLa-i_paracentral lobule, anterior part, Right, inferior bank of gyrus","datasource",1,884,490.384,8.7e-87,"*",0.357,3.6018e-84
"249","PCLa-s_paracentral lobule, anterior part, Left, superior bank of gyrus","datasource",1,884,366.743,1.2e-68,"*",0.293,4.968e-66
"250","PCLa-s_paracentral lobule, anterior part, Right, superior bank of gyrus","datasource",1,884,456.189,6.11e-82,"*",0.34,2.52954e-79
"251","PCLp-cs_paracentral lobule, posterior part, Left, bank of cingulate sulcus","datasource",1,884,286.689,6.51e-56,"*",0.245,2.69514e-53
"252","PCLp-cs_paracentral lobule, posterior part, Right, bank of cingulate sulcus","datasource",1,884,570.956,9.62e-98,"*",0.392,3.98268e-95
"253","PCLp-l_paracentral lobule, posterior part, Left, lateral bank of gyrus","datasource",1,884,269.303,4.96e-53,"*",0.234,2.05344e-50
"254","PCLp-l_paracentral lobule, posterior part, Right, lateral bank of gyrus","datasource",1,884,524.836,1.51e-91,"*",0.373,6.2514e-89
"255","Pcu-i_precuneus, Left, inferior lateral bank of gyrus","datasource",1,884,402.956,3.84e-74,"*",0.313,1.58976e-71
"256","Pcu-i_precuneus, Right,  inferior lateral bank of gyrus","datasource",1,884,505.009,8.01e-89,"*",0.364,3.31614e-86
"257","Pcu-s_precuneus, Left,  superior lateral bank of gyrus","datasource",1,884,394.018,8.43e-73,"*",0.308,3.49002e-70
"258","Pcu-s_precuneus, Right, superior lateral bank of gyrus","datasource",1,884,466.029,2.39e-83,"*",0.345,9.8946e-81
"259","PeF_Perifornical Nucleus, Left","datasource",1,884,443.772,3.77e-80,"*",0.334,1.56078e-77
"260","PHA_Posterior Hypothalamic Area, Left","datasource",1,884,373.521,1.09e-69,"*",0.297,4.5126e-67
"261","PHA_Posterior Hypothalamic Area, Right","datasource",1,884,450.85,3.58e-81,"*",0.338,1.48212e-78
"262","PHG-cos_parahippocampal gyrus, Left, bank of the cos","datasource",1,884,395.377,5.26e-73,"*",0.309,2.17764e-70
"263","PHG-cos_parahippocampal gyrus, Right, bank of the cos","datasource",1,884,531.162,2.07e-92,"*",0.375,8.5698e-90
"264","PHG-l_parahippocampal gyrus, Left, lateral bank of gyrus","datasource",1,884,398.794,1.61e-73,"*",0.311,6.6654e-71
"265","PHG-l_parahippocampal gyrus, Right, lateral bank of gyrus","datasource",1,884,511.986,8.71e-90,"*",0.367,3.60594e-87
"266","PIN_pineal","datasource",1,884,274.632,6.42e-54,"*",0.237,2.65788e-51
"267","Pir_piriform cortex, left","datasource",1,884,376.404,3.95e-70,"*",0.299,1.6353e-67
"268","PLP_planum polare, Left","datasource",1,884,405.382,1.67e-74,"*",0.314,6.9138e-72
"269","PLP_planum polare, Right","datasource",1,884,401.344,6.69e-74,"*",0.312,2.76966e-71
"270","PLT_planum temporale, Left","datasource",1,884,404.477,2.28e-74,"*",0.314,9.4392e-72
"271","PLT_planum temporale, Right","datasource",1,884,530.834,2.29e-92,"*",0.375,9.4806e-90
"272","Pn_pontine nuclei, Left","datasource",1,884,459.563,2.01e-82,"*",0.342,8.3214e-80
"273","Pn_pontine nuclei, Right","datasource",1,884,570.305,1.17e-97,"*",0.392,4.8438e-95
"274","PoG-cs_postcentral gyrus, Left, bank of the central sulcus","datasource",1,884,387.604,7.83e-72,"*",0.305,3.24162e-69
"275","PoG-cs_postcentral gyrus, Right, bank of the central sulcus","datasource",1,884,420.939,8.21e-77,"*",0.323,3.39894e-74
"276","PoG-il_postcentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,884,407.076,9.32e-75,"*",0.315,3.85848e-72
"277","PoG-il_postcentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,884,458.625,2.73e-82,"*",0.342,1.13022e-79
"278","PoG-pcs_postcentral gyrus, Left, bank of the posterior central sulcus","datasource",1,884,429.611,4.36e-78,"*",0.327,1.80504e-75
"279","PoG-pcs_postcentral gyrus, Right, bank of the posterior central sulcus","datasource",1,884,474.966,1.29e-84,"*",0.35,5.3406e-82
"280","PoG-sl_postcentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,884,372.517,1.55e-69,"*",0.296,6.417e-67
"281","PoG-sl_postcentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,884,468.581,1.04e-83,"*",0.346,4.3056e-81
"282","POrG_posterior orbital gyrus, Left","datasource",1,884,294.281,3.7e-57,"*",0.25,1.5318e-54
"283","POrG_posterior orbital gyrus, Right","datasource",1,884,424.762,2.25e-77,"*",0.325,9.315e-75
"284","Pr5_principal sensory nucleus of trigeminal nerve, Left","datasource",1,884,520.183,6.52e-91,"*",0.37,2.69928e-88
"285","Pr5_principal sensory nucleus of trigeminal nerve, Right","datasource",1,884,672.856,9.29e-111,"*",0.432,3.84606e-108
"286","PRF_Pontine Reticular Formation, Left","datasource",1,884,491.657,5.77e-87,"*",0.357,2.38878e-84
"287","PRF_Pontine Reticular Formation, Right","datasource",1,884,583.244,2.32e-99,"*",0.398,9.6048e-97
"288","PrG-cs_precentral gyrus, Left, bank of the central sulcus","datasource",1,884,415.503,5.22e-76,"*",0.32,2.16108e-73
"289","PrG-cs_precentral gyrus, Right, bank of the central sulcus","datasource",1,884,404.461,2.29e-74,"*",0.314,9.4806e-72
"290","PrG-il_precentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,884,398.828,1.59e-73,"*",0.311,6.5826e-71
"291","PrG-il_precentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,884,458.822,2.56e-82,"*",0.342,1.05984e-79
"292","PrG-prc_precentral gyrus, Left, bank of the precentral sulcus","datasource",1,884,379.93,1.15e-70,"*",0.301,4.761e-68
"293","PrG-prc_precentral gyrus, Right, bank of the precentral sulcus","datasource",1,884,442.135,6.52e-80,"*",0.333,2.69928e-77
"294","PrG-sl_precentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,884,379.751,1.22e-70,"*",0.3,5.0508e-68
"295","PrG-sl_precentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,884,447.546,1.07e-80,"*",0.336,4.4298e-78
"296","PrOR_Preoptic Region, Left","datasource",1,884,376.584,3.71e-70,"*",0.299,1.53594e-67
"297","PrOR_Preoptic Region, Right","datasource",1,884,420.132,1.08e-76,"*",0.322,4.4712e-74
"298","PTec_Pretectal Region","datasource",1,884,507.511,3.61e-89,"*",0.365,1.49454e-86
"299","PTG_paraterminal gyrus, Right","datasource",1,884,511.515,1.01e-89,"*",0.367,4.1814e-87
"300","Pu_Putamen, Left","datasource",1,884,449.379,5.84e-81,"*",0.337,2.41776e-78
"301","Pu_Putamen, Right","datasource",1,884,520.708,5.52e-91,"*",0.371,2.28528e-88
"302","PV-Crus I_Crus I, Left Paravermis","datasource",1,884,171.225,6.83e-36,"*",0.162,2.82762e-33
"303","PV-Crus I_Crus I, Right Paravermis","datasource",1,884,272.539,1.43e-53,"*",0.236,5.9202e-51
"304","PV-Crus II_Crus II, Left Paravermis","datasource",1,884,142.494,1.47e-30,"*",0.139,6.0858e-28
"305","PV-Crus II_Crus II, Right Paravermis","datasource",1,884,285.313,1.1e-55,"*",0.244,4.554e-53
"306","PV-III_III, Left Paravermis","datasource",1,884,193.137,7.37e-40,"*",0.179,3.05118e-37
"307","PV-III_III, Right Paravermis","datasource",1,884,243.817,1e-48,"*",0.216,4.14e-46
"308","PV-IV_IV, Left Paravermis","datasource",1,884,171.791,5.38e-36,"*",0.163,2.22732e-33
"309","PV-IV_IV, Right Paravermis","datasource",1,884,251.908,4.21e-50,"*",0.222,1.74294e-47
"310","PV-IX_IX, Left Paravermis","datasource",1,884,187.429,7.82e-39,"*",0.175,3.23748e-36
"311","PV-IX_IX, Right Paravermis","datasource",1,884,318.383,4.66e-61,"*",0.265,1.92924e-58
"312","PV-V_V, Left Paravermis","datasource",1,884,165.674,7.12e-35,"*",0.158,2.94768e-32
"313","PV-V_V, Right Paravermis","datasource",1,884,303.86,1.02e-58,"*",0.256,4.2228e-56
"314","PV-VI_VI, Left Paravermis","datasource",1,884,182.582,5.86e-38,"*",0.171,2.42604e-35
"315","PV-VI_VI, Right Paravermis","datasource",1,884,273.193,1.11e-53,"*",0.236,4.5954e-51
"316","PV-VIIB_VIIB, Left Paravermis","datasource",1,884,185.245,1.94e-38,"*",0.173,8.0316e-36
"317","PV-VIIB_VIIB, Right Paravermis","datasource",1,884,287.012,5.76e-56,"*",0.245,2.38464e-53
"318","PV-VIIIA_VIIIA, Left Paravermis","datasource",1,884,171.412,6.31e-36,"*",0.162,2.61234e-33
"319","PV-VIIIA_VIIIA, Right Paravermis","datasource",1,884,244.06,9.13e-49,"*",0.216,3.77982e-46
"320","PV-VIIIB_VIIIB, Left Paravermis","datasource",1,884,185.119,2.04e-38,"*",0.173,8.4456e-36
"321","PV-VIIIB_VIIIB, Right Paravermis","datasource",1,884,254.169,1.74e-50,"*",0.223,7.2036e-48
"322","PV-X_X, Left Paravermis","datasource",1,884,262.739,6.24e-52,"*",0.229,2.58336e-49
"323","PVH_Paraventricular Nucleus of the Hypothalamus, Left","datasource",1,884,434.408,8.68e-79,"*",0.329,3.59352e-76
"324","PVH_Paraventricular Nucleus of the Hypothalamus, Right","datasource",1,884,537.632,2.75e-93,"*",0.378,1.1385e-90
"325","R_Reticular Nucleus of Thalamus, Left","datasource",1,884,529.577,3.4e-92,"*",0.375,1.4076e-89
"326","R_Reticular Nucleus of Thalamus, Right","datasource",1,884,711.172,1.97e-115,"*",0.446,8.1558e-113
"327","RaM_raphe nuclei of medulla","datasource",1,884,505.331,7.23e-89,"*",0.364,2.99322e-86
"328","RN_Red Nucleus, Left","datasource",1,884,564.42,7.06e-97,"*",0.39,2.92284e-94
"329","RN_Red Nucleus, Right","datasource",1,884,824.881,1.15e-128,"*",0.483,4.761e-126
"330","RPn_pontine raphe nucleus","datasource",1,884,488.799,1.45e-86,"*",0.356,6.003e-84
"331","RPn_pontine raphe nucleus, Left","datasource",1,884,394.774,6.48e-73,"*",0.309,2.68272e-70
"332","S_subiculum, Left","datasource",1,884,340.411,1.49e-64,"*",0.278,6.1686e-62
"333","S_subiculum, Right","datasource",1,884,407.719,7.47e-75,"*",0.316,3.09258e-72
"334","Sb_Subthalamic Nucleus, Left","datasource",1,884,468.826,9.57e-84,"*",0.347,3.96198e-81
"335","Sb_Subthalamic Nucleus, Right","datasource",1,884,756.606,7.87e-121,"*",0.461,3.25818e-118
"336","SC_Superior Colliculus, Left","datasource",1,884,406.949,9.74e-75,"*",0.315,4.03236e-72
"337","SC_Superior Colliculus, Right","datasource",1,884,740.945,5.49e-119,"*",0.456,2.27286e-116
"338","SCG_subcallosal gyrus, Left","datasource",1,884,432.237,1.8e-78,"*",0.328,7.452e-76
"339","SCG_subcollosal gyrus, Right","datasource",1,884,476.897,6.86e-85,"*",0.35,2.84004e-82
"340","SFG_superior frontal gyrus, Left","datasource",1,884,285.9,8.77e-56,"*",0.244,3.63078e-53
"341","SFG-l_superior frontal gyrus, Left, lateral bank of gyrus","datasource",1,884,416.789,3.37e-76,"*",0.32,1.39518e-73
"342","SFG-l_superior frontal gyrus, Right, lateral bank of gyrus","datasource",1,884,461.298,1.13e-82,"*",0.343,4.6782e-80
"343","SFG-m_superior frontal gyrus, Left, medial bank of gyrus","datasource",1,884,392.618,1.37e-72,"*",0.308,5.6718e-70
"344","SFG-m_superior frontal gyrus, Right, medial bank of gyrus","datasource",1,884,453.425,1.53e-81,"*",0.339,6.3342e-79
"345","SI_Substantia Innominata, Left","datasource",1,884,544.991,2.79e-94,"*",0.381,1.15506e-91
"346","SI_Substantia Innominata, Right","datasource",1,884,596.114,4.86e-101,"*",0.403,2.01204e-98
"347","SIG_Short Insular Gyri, Left","datasource",1,884,370.45,3.22e-69,"*",0.295,1.33308e-66
"348","SIG_Short Insular Gyri, Right","datasource",1,884,481.512,1.53e-85,"*",0.353,6.3342e-83
"349","SMG-i_supramarginal gyrus, Left, inferior bank of gyrus","datasource",1,884,368.922,5.53e-69,"*",0.294,2.28942e-66
"350","SMG-i_supramarginal gyrus, Right, inferior bank of gyrus","datasource",1,884,545.373,2.48e-94,"*",0.382,1.02672e-91
"351","SMG-s_supramarginal gyrus, Left, superior bank of gyrus","datasource",1,884,411.046,2.39e-75,"*",0.317,9.8946e-73
"352","SMG-s_supramarginal gyrus, Right, superior bank of gyrus","datasource",1,884,477.235,6.15e-85,"*",0.351,2.5461e-82
"353","SNC_Substantia Nigra, pars compacta, Left","datasource",1,884,378.633,1.8e-70,"*",0.3,7.452e-68
"354","SNC_Substantia Nigra, pars compacta, Right","datasource",1,884,574.596,3.18e-98,"*",0.394,1.31652e-95
"355","SNR_Substantia Nigra, pars reticulata, Left","datasource",1,884,601.049,1.11e-101,"*",0.405,4.5954e-99
"356","SNR_Substantia Nigra, pars reticulata, Right","datasource",1,884,875.705,2.67e-134,"*",0.498,1.10538e-131
"357","SO_Supraoptic Nucleus, Left","datasource",1,884,491.65,5.79e-87,"*",0.357,2.39706e-84
"358","SO_Supraoptic Nucleus, Right","datasource",1,884,496.765,1.12e-87,"*",0.36,4.6368e-85
"359","SOC_Superior Olivary Complex, Left","datasource",1,884,486.951,2.63e-86,"*",0.355,1.08882e-83
"360","SOC_Superior Olivary Complex, Right","datasource",1,884,703.369,1.73e-114,"*",0.443,7.1622e-112
"361","SOG-i_superior occipital gyrus, Left, inferior bank of gyrus","datasource",1,884,356.041,5.39e-67,"*",0.287,2.23146e-64
"362","SOG-i_superior occipital gyrus, Right, inferior bank of gyrus","datasource",1,884,315.274,1.47e-60,"*",0.263,6.0858e-58
"363","SOG-s_superior occipital gyrus, Left, superior bank of gyrus","datasource",1,884,399.897,1.1e-73,"*",0.311,4.554e-71
"364","SOG-s_superior occipital gyrus, Right, superior bank of gyrus","datasource",1,884,444.725,2.75e-80,"*",0.335,1.1385e-77
"365","Sp5_spinal trigeminal nucleus, Left","datasource",1,884,540.65,1.07e-93,"*",0.379,4.4298e-91
"366","Sp5_spinal trigeminal nucleus, Right","datasource",1,884,616.49,1.14e-103,"*",0.411,4.7196e-101
"367","SPL-i_supraparietal lobule, Left, inferior bank of gyrus","datasource",1,884,423.22,3.79e-77,"*",0.324,1.56906e-74
"368","SPL-i_supraparietal lobule, Right, inferior bank of gyrus","datasource",1,884,423.423,3.53e-77,"*",0.324,1.46142e-74
"369","SPL-s_supraparietal lobule, Left, superior bank of gyrus","datasource",1,884,377.885,2.35e-70,"*",0.299,9.729e-68
"370","SPL-s_supraparietal lobule, Right, superior bank of gyrus","datasource",1,884,503.441,1.32e-88,"*",0.363,5.4648e-86
"371","SptN_Septal nuclei, Left","datasource",1,884,533.315,1.06e-92,"*",0.376,4.3884e-90
"372","SptN_Septal nuclei, Right","datasource",1,884,457.763,3.63e-82,"*",0.341,1.50282e-79
"373","SRoG_superior rostral gyrus, Left","datasource",1,884,355.104,7.53e-67,"*",0.287,3.11742e-64
"374","SRoG_superior rostral gyrus, Right","datasource",1,884,479.085,3.37e-85,"*",0.351,1.39518e-82
"375","STG-i_superior temporal gyrus, Left, inferior bank of gyrus","datasource",1,884,404.692,2.11e-74,"*",0.314,8.7354e-72
"376","STG-i_superior temporal gyrus, Right, inferior bank of gyrus","datasource",1,884,475.729,1e-84,"*",0.35,4.14e-82
"377","STG-l_superior temporal gyrus, Left, lateral bank of gyrus","datasource",1,884,415.417,5.37e-76,"*",0.32,2.22318e-73
"378","STG-l_superior temporal gyrus, Right, lateral bank of gyrus","datasource",1,884,580.092,6.02e-99,"*",0.396,2.49228e-96
"379","SubC_nucleus subceruleus, Left","datasource",1,884,433.083,1.36e-78,"*",0.329,5.6304e-76
"380","SubC_nucleus subceruleus, Right","datasource",1,884,603.112,6.02e-102,"*",0.406,2.49228e-99
"381","SubCn_subcuneiform nucleus, Left","datasource",1,884,676.735,3.09e-111,"*",0.434,1.27926e-108
"382","SubCn_subcuneiform nucleus, Right","datasource",1,884,916.53,1.05e-138,"*",0.509,4.347e-136
"383","SuM_Supramammillary Nucleus, Left","datasource",1,884,280.093,7.97e-55,"*",0.241,3.29958e-52
"384","TCd_Tail of Caudate Nucleus, Left","datasource",1,884,433.991,9.99e-79,"*",0.329,4.13586e-76
"385","TCd_Tail of Caudate Nucleus, Right","datasource",1,884,619.176,5.18e-104,"*",0.412,2.14452e-101
"386","TG_transverse gyri, Left","datasource",1,884,383.023,3.88e-71,"*",0.302,1.60632e-68
"387","TG_transverse gyri, Right","datasource",1,884,493.868,2.84e-87,"*",0.358,1.17576e-84
"388","TM_Tuberomammillary Nucleus, Left","datasource",1,884,289.32,2.4e-56,"*",0.247,9.936e-54
"389","TP-i_temporal pole, Left, inferior aspect","datasource",1,884,408.277,6.17e-75,"*",0.316,2.55438e-72
"390","TP-i_temporal pole, Right, inferior aspect","datasource",1,884,427.704,8.31e-78,"*",0.326,3.44034e-75
"391","TP-m_temporal pole, Left, medial aspect","datasource",1,884,475.926,9.41e-85,"*",0.35,3.89574e-82
"392","TP-m_temporal pole, Right, medial aspect","datasource",1,884,441.96,6.91e-80,"*",0.333,2.86074e-77
"393","TP-s_temporal pole, Left, superior aspect","datasource",1,884,447.6,1.05e-80,"*",0.336,4.347e-78
"394","TP-s_temporal pole, Right, superior aspect","datasource",1,884,399.979,1.07e-73,"*",0.312,4.4298e-71
"395","trIFG_Inferior frontal gyrus, triangular part, Left","datasource",1,884,393.213,1.11e-72,"*",0.308,4.5954e-70
"396","trIFG_Inferior frontal gyrus, triangular part, Right","datasource",1,884,559.026,3.69e-96,"*",0.387,1.52766e-93
"397","Ve-I-II_I-II","datasource",1,884,153.769,1.14e-32,"*",0.148,4.7196e-30
"398","Ve-III_III","datasource",1,884,205.029,5.62e-42,"*",0.188,2.32668e-39
"399","Ve-IV_IV","datasource",1,884,187.947,6.3e-39,"*",0.175,2.6082e-36
"400","Ve-IX_IX","datasource",1,884,174.493,1.73e-36,"*",0.165,7.1622e-34
"401","Ve-V_V","datasource",1,884,152.167,2.26e-32,"*",0.147,9.3564e-30
"402","Ve-VI_VI","datasource",1,884,189.578,3.21e-39,"*",0.177,1.32894e-36
"403","Ve-VIIAf_VIIAf","datasource",1,884,134.883,4.03e-29,"*",0.132,1.66842e-26
"404","Ve-VIIAt_VIIAt","datasource",1,884,156.29,3.87e-33,"*",0.15,1.60218e-30
"405","Ve-VIIB_VIIB","datasource",1,884,174.845,1.49e-36,"*",0.165,6.1686e-34
"406","Ve-VIIIA_VIIIA","datasource",1,884,174.787,1.53e-36,"*",0.165,6.3342e-34
"407","Ve-VIIIB_VIIIB","datasource",1,884,179.905,1.79e-37,"*",0.169,7.4106e-35
"408","Ve-X_X","datasource",1,884,213.824,1.58e-43,"*",0.195,6.5412e-41
"409","VMH_Ventromedial Hypothalamic Nucleus, Left","datasource",1,884,457.788,3.6e-82,"*",0.341,1.4904e-79
"410","VMH_Ventromedial Hypothalamic Nucleus, Right","datasource",1,884,516.966,1.8e-90,"*",0.369,7.452e-88
"411","VTA_ventral tegmental area, Left","datasource",1,884,470.436,5.65e-84,"*",0.347,2.3391e-81
"412","VTA_ventral tegmental area, Right","datasource",1,884,732.864,4.99e-118,"*",0.453,2.06586e-115
"413","ZI_Zona Incerta, Left","datasource",1,884,568.263,2.19e-97,"*",0.391,9.0666e-95
"414","ZI_Zona Incerta, Right","datasource",1,884,962.659,1.44e-143,"*",0.521,5.9616e-141
