"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"253","PCLp-l_paracentral lobule, posterior part, Left, lateral bank of gyrus","datasource",1,9,3.744,0.085,"",0.294,1
"254","PCLp-l_paracentral lobule, posterior part, Right, lateral bank of gyrus","datasource",1,9,872.016,2.86e-10,"*",0.99,1.18404e-07
"255","Pcu-i_precuneus, Left, inferior lateral bank of gyrus","datasource",1,9,71.467,1.42e-05,"*",0.888,0.0058788
"256","Pcu-i_precuneus, Right,  inferior lateral bank of gyrus","datasource",1,9,188.339,2.44e-07,"*",0.954,0.000101016
"257","Pcu-s_precuneus, Left,  superior lateral bank of gyrus","datasource",1,9,43.449,1e-04,"*",0.828,0.0414
"258","Pcu-s_precuneus, Right, superior lateral bank of gyrus","datasource",1,9,124.04,1.45e-06,"*",0.932,0.0006003
"259","PeF_Perifornical Nucleus, Left","datasource",1,9,288.051,3.84e-08,"*",0.97,1.58976e-05
"260","PHA_Posterior Hypothalamic Area, Left","datasource",1,9,5.038,0.051,"",0.359,1
"261","PHA_Posterior Hypothalamic Area, Right","datasource",1,9,886.067,2.66e-10,"*",0.99,1.10124e-07
"262","PHG-cos_parahippocampal gyrus, Left, bank of the cos","datasource",1,9,0.059,0.813,"",0.007,1
"263","PHG-cos_parahippocampal gyrus, Right, bank of the cos","datasource",1,9,34.418,0.000239,"*",0.793,0.098946
"264","PHG-l_parahippocampal gyrus, Left, lateral bank of gyrus","datasource",1,9,33.597,0.000261,"*",0.789,0.108054
"265","PHG-l_parahippocampal gyrus, Right, lateral bank of gyrus","datasource",1,9,49.262,6.2e-05,"*",0.846,0.025668
"266","PIN_pineal","datasource",1,9,426.8,6.82e-09,"*",0.979,2.82348e-06
"267","Pir_piriform cortex, left","datasource",1,9,25.934,0.000652,"*",0.742,0.269928
"268","PLP_planum polare, Left","datasource",1,9,28.823,0.000451,"*",0.762,0.186714
"269","PLP_planum polare, Right","datasource",1,9,129.565,1.21e-06,"*",0.935,0.00050094
"270","PLT_planum temporale, Left","datasource",1,9,48.14,6.77e-05,"*",0.842,0.0280278
"271","PLT_planum temporale, Right","datasource",1,9,185.174,2.62e-07,"*",0.954,0.000108468
"272","Pn_pontine nuclei, Left","datasource",1,9,361.116,1.42e-08,"*",0.976,5.8788e-06
"273","Pn_pontine nuclei, Right","datasource",1,9,171.69,3.63e-07,"*",0.95,0.000150282
"274","PoG-cs_postcentral gyrus, Left, bank of the central sulcus","datasource",1,9,151.082,6.27e-07,"*",0.944,0.000259578
"275","PoG-cs_postcentral gyrus, Right, bank of the central sulcus","datasource",1,9,2.782,0.13,"",0.236,1
"276","PoG-il_postcentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,9,23.944,0.000856,"*",0.727,0.354384
"277","PoG-il_postcentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,9,219.112,1.27e-07,"*",0.961,5.2578e-05
"278","PoG-pcs_postcentral gyrus, Left, bank of the posterior central sulcus","datasource",1,9,29.481,0.000417,"*",0.766,0.172638
"279","PoG-pcs_postcentral gyrus, Right, bank of the posterior central sulcus","datasource",1,9,104.745,2.95e-06,"*",0.921,0.0012213
"280","PoG-sl_postcentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,9,42.527,0.000109,"*",0.825,0.045126
"281","PoG-sl_postcentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,9,252.063,6.88e-08,"*",0.966,2.84832e-05
"282","POrG_posterior orbital gyrus, Left","datasource",1,9,31.23,0.000339,"*",0.776,0.140346
"283","POrG_posterior orbital gyrus, Right","datasource",1,9,0.045,0.838,"",0.005,1
"284","Pr5_principal sensory nucleus of trigeminal nerve, Left","datasource",1,9,98.673,3.78e-06,"*",0.916,0.00156492
"285","Pr5_principal sensory nucleus of trigeminal nerve, Right","datasource",1,9,3.875,0.081,"",0.301,1
"286","PRF_Pontine Reticular Formation, Left","datasource",1,9,343.907,1.77e-08,"*",0.974,7.3278e-06
"287","PRF_Pontine Reticular Formation, Right","datasource",1,9,0.451,0.519,"",0.048,1
"288","PrG-cs_precentral gyrus, Left, bank of the central sulcus","datasource",1,9,127.353,1.3e-06,"*",0.934,0.0005382
"289","PrG-cs_precentral gyrus, Right, bank of the central sulcus","datasource",1,9,371.054,1.26e-08,"*",0.976,5.2164e-06
"290","PrG-il_precentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,9,84.37,7.22e-06,"*",0.904,0.00298908
"291","PrG-il_precentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,9,242.83,8.1e-08,"*",0.964,3.3534e-05
"292","PrG-prc_precentral gyrus, Left, bank of the precentral sulcus","datasource",1,9,24.193,0.000826,"*",0.729,0.341964
"293","PrG-prc_precentral gyrus, Right, bank of the precentral sulcus","datasource",1,9,113.684,2.09e-06,"*",0.927,0.00086526
"294","PrG-sl_precentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,9,27.189,0.000553,"*",0.751,0.228942
"295","PrG-sl_precentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,9,77.986,9.97e-06,"*",0.897,0.00412758
"296","PrOR_Preoptic Region, Left","datasource",1,9,1.738,0.22,"",0.162,1
"297","PrOR_Preoptic Region, Right","datasource",1,9,409.145,8.22e-09,"*",0.978,3.40308e-06
"298","PTec_Pretectal Region","datasource",1,9,247.706,7.43e-08,"*",0.965,3.07602e-05
"299","PTG_paraterminal gyrus, Right","datasource",1,9,80.509,8.75e-06,"*",0.899,0.0036225
"300","Pu_Putamen, Left","datasource",1,9,167.482,4.04e-07,"*",0.949,0.000167256
"301","Pu_Putamen, Right","datasource",1,9,57.599,3.36e-05,"*",0.865,0.0139104
"302","PV-Crus I_Crus I, Left Paravermis","datasource",1,9,271.82,4.95e-08,"*",0.968,2.0493e-05
"303","PV-Crus I_Crus I, Right Paravermis","datasource",1,9,559.87,2.05e-09,"*",0.984,8.487e-07
"304","PV-Crus II_Crus II, Left Paravermis","datasource",1,9,115.72,1.94e-06,"*",0.928,0.00080316
"305","PV-Crus II_Crus II, Right Paravermis","datasource",1,9,526.93,2.68e-09,"*",0.983,1.10952e-06
"306","PV-III_III, Left Paravermis","datasource",1,9,512.263,3.04e-09,"*",0.983,1.25856e-06
"307","PV-III_III, Right Paravermis","datasource",1,9,1571.482,2.06e-11,"*",0.994,8.5284e-09
"308","PV-IV_IV, Left Paravermis","datasource",1,9,330.92,2.09e-08,"*",0.974,8.6526e-06
"309","PV-IV_IV, Right Paravermis","datasource",1,9,841.676,3.35e-10,"*",0.989,1.3869e-07
"310","PV-IX_IX, Left Paravermis","datasource",1,9,98.764,3.77e-06,"*",0.916,0.00156078
"311","PV-IX_IX, Right Paravermis","datasource",1,9,635.14,1.17e-09,"*",0.986,4.8438e-07
"312","PV-V_V, Left Paravermis","datasource",1,9,316.71,2.54e-08,"*",0.972,1.05156e-05
"313","PV-V_V, Right Paravermis","datasource",1,9,1142.803,8.55e-11,"*",0.992,3.5397e-08
"314","PV-VI_VI, Left Paravermis","datasource",1,9,345.335,1.73e-08,"*",0.975,7.1622e-06
"315","PV-VI_VI, Right Paravermis","datasource",1,9,1099.911,1.01e-10,"*",0.992,4.1814e-08
"316","PV-VIIB_VIIB, Left Paravermis","datasource",1,9,233.434,9.61e-08,"*",0.963,3.97854e-05
"317","PV-VIIB_VIIB, Right Paravermis","datasource",1,9,471.889,4.38e-09,"*",0.981,1.81332e-06
"318","PV-VIIIA_VIIIA, Left Paravermis","datasource",1,9,111.311,2.29e-06,"*",0.925,0.00094806
"319","PV-VIIIA_VIIIA, Right Paravermis","datasource",1,9,764.785,5.13e-10,"*",0.988,2.12382e-07
"320","PV-VIIIB_VIIIB, Left Paravermis","datasource",1,9,164.734,4.33e-07,"*",0.948,0.000179262
"321","PV-VIIIB_VIIIB, Right Paravermis","datasource",1,9,651.404,1.05e-09,"*",0.986,4.347e-07
"322","PV-X_X, Left Paravermis","datasource",1,9,350.075,1.63e-08,"*",0.975,6.7482e-06
"323","PVH_Paraventricular Nucleus of the Hypothalamus, Left","datasource",1,9,30.909,0.000352,"*",0.774,0.145728
"324","PVH_Paraventricular Nucleus of the Hypothalamus, Right","datasource",1,9,16.911,0.003,"*",0.653,1
"325","R_Reticular Nucleus of Thalamus, Left","datasource",1,9,243.694,7.97e-08,"*",0.964,3.29958e-05
"326","R_Reticular Nucleus of Thalamus, Right","datasource",1,9,72.601,1.33e-05,"*",0.89,0.0055062
"327","RaM_raphe nuclei of medulla","datasource",1,9,3.536,0.093,"",0.282,1
"328","RN_Red Nucleus, Left","datasource",1,9,39.74,0.00014,"*",0.815,0.05796
"329","RN_Red Nucleus, Right","datasource",1,9,9.764,0.012,"*",0.52,1
"330","RPn_pontine raphe nucleus","datasource",1,9,195.448,2.08e-07,"*",0.956,8.6112e-05
"331","RPn_pontine raphe nucleus, Left","datasource",1,9,123.582,1.47e-06,"*",0.932,0.00060858
"332","S_subiculum, Left","datasource",1,9,98.71,3.78e-06,"*",0.916,0.00156492
"333","S_subiculum, Right","datasource",1,9,203.266,1.75e-07,"*",0.958,7.245e-05
"334","Sb_Subthalamic Nucleus, Left","datasource",1,9,193.539,2.17e-07,"*",0.956,8.9838e-05
"335","Sb_Subthalamic Nucleus, Right","datasource",1,9,12.311,0.007,"*",0.578,1
"336","SC_Superior Colliculus, Left","datasource",1,9,386.479,1.06e-08,"*",0.977,4.3884e-06
"337","SC_Superior Colliculus, Right","datasource",1,9,10.884,0.009,"*",0.547,1
"338","SCG_subcallosal gyrus, Left","datasource",1,9,949.294,1.96e-10,"*",0.991,8.1144e-08
"339","SCG_subcollosal gyrus, Right","datasource",1,9,198.303,1.95e-07,"*",0.957,8.073e-05
"340","SFG_superior frontal gyrus, Left","datasource",1,9,5.015,0.052,"",0.358,1
"341","SFG-l_superior frontal gyrus, Left, lateral bank of gyrus","datasource",1,9,12.883,0.006,"*",0.589,1
"342","SFG-l_superior frontal gyrus, Right, lateral bank of gyrus","datasource",1,9,81.169,8.47e-06,"*",0.9,0.00350658
"343","SFG-m_superior frontal gyrus, Left, medial bank of gyrus","datasource",1,9,21.845,0.001,"*",0.708,0.414
"344","SFG-m_superior frontal gyrus, Right, medial bank of gyrus","datasource",1,9,81.545,8.31e-06,"*",0.901,0.00344034
"345","SI_Substantia Innominata, Left","datasource",1,9,32.009,0.000311,"*",0.781,0.128754
"346","SI_Substantia Innominata, Right","datasource",1,9,48.419,6.62e-05,"*",0.843,0.0274068
"347","SIG_Short Insular Gyri, Left","datasource",1,9,5.874,0.038,"*",0.395,1
"348","SIG_Short Insular Gyri, Right","datasource",1,9,20.881,0.001,"*",0.699,0.414
"349","SMG-i_supramarginal gyrus, Left, inferior bank of gyrus","datasource",1,9,3.267,0.104,"",0.266,1
"350","SMG-i_supramarginal gyrus, Right, inferior bank of gyrus","datasource",1,9,2.568,0.143,"",0.222,1
"351","SMG-s_supramarginal gyrus, Left, superior bank of gyrus","datasource",1,9,4.873,0.055,"",0.351,1
"352","SMG-s_supramarginal gyrus, Right, superior bank of gyrus","datasource",1,9,35.267,0.000218,"*",0.797,0.090252
"353","SNC_Substantia Nigra, pars compacta, Left","datasource",1,9,433.43,6.37e-09,"*",0.98,2.63718e-06
"354","SNC_Substantia Nigra, pars compacta, Right","datasource",1,9,601.431,1.49e-09,"*",0.985,6.1686e-07
"355","SNR_Substantia Nigra, pars reticulata, Left","datasource",1,9,104.701,2.95e-06,"*",0.921,0.0012213
"356","SNR_Substantia Nigra, pars reticulata, Right","datasource",1,9,122.034,1.55e-06,"*",0.931,0.0006417
"357","SO_Supraoptic Nucleus, Left","datasource",1,9,0.638,0.445,"",0.066,1
"358","SO_Supraoptic Nucleus, Right","datasource",1,9,9.2,0.014,"*",0.505,1
"359","SOC_Superior Olivary Complex, Left","datasource",1,9,3.415,0.098,"",0.275,1
"360","SOC_Superior Olivary Complex, Right","datasource",1,9,57.352,3.42e-05,"*",0.864,0.0141588
"361","SOG-i_superior occipital gyrus, Left, inferior bank of gyrus","datasource",1,9,70.032,1.54e-05,"*",0.886,0.0063756
"362","SOG-i_superior occipital gyrus, Right, inferior bank of gyrus","datasource",1,9,6.021,0.037,"*",0.401,1
"363","SOG-s_superior occipital gyrus, Left, superior bank of gyrus","datasource",1,9,78.848,9.53e-06,"*",0.898,0.00394542
"364","SOG-s_superior occipital gyrus, Right, superior bank of gyrus","datasource",1,9,5.87,0.038,"*",0.395,1
"365","Sp5_spinal trigeminal nucleus, Left","datasource",1,9,65.802,1.98e-05,"*",0.88,0.0081972
"366","Sp5_spinal trigeminal nucleus, Right","datasource",1,9,1.17,0.308,"",0.115,1
"367","SPL-i_supraparietal lobule, Left, inferior bank of gyrus","datasource",1,9,68.849,1.65e-05,"*",0.884,0.006831
"368","SPL-i_supraparietal lobule, Right, inferior bank of gyrus","datasource",1,9,61.946,2.52e-05,"*",0.873,0.0104328
"369","SPL-s_supraparietal lobule, Left, superior bank of gyrus","datasource",1,9,20.238,0.001,"*",0.692,0.414
"370","SPL-s_supraparietal lobule, Right, superior bank of gyrus","datasource",1,9,2.304,0.163,"",0.204,1
"371","SptN_Septal nuclei, Left","datasource",1,9,232.985,9.69e-08,"*",0.963,4.01166e-05
"372","SptN_Septal nuclei, Right","datasource",1,9,168.204,3.96e-07,"*",0.949,0.000163944
"373","SRoG_superior rostral gyrus, Left","datasource",1,9,13.116,0.006,"*",0.593,1
"374","SRoG_superior rostral gyrus, Right","datasource",1,9,31.849,0.000316,"*",0.78,0.130824
"375","STG-i_superior temporal gyrus, Left, inferior bank of gyrus","datasource",1,9,11.492,0.008,"*",0.561,1
"376","STG-i_superior temporal gyrus, Right, inferior bank of gyrus","datasource",1,9,119.548,1.69e-06,"*",0.93,0.00069966
"377","STG-l_superior temporal gyrus, Left, lateral bank of gyrus","datasource",1,9,36.917,0.000185,"*",0.804,0.07659
"378","STG-l_superior temporal gyrus, Right, lateral bank of gyrus","datasource",1,9,511.277,3.07e-09,"*",0.983,1.27098e-06
"379","SubC_nucleus subceruleus, Left","datasource",1,9,347.576,1.69e-08,"*",0.975,6.9966e-06
"380","SubC_nucleus subceruleus, Right","datasource",1,9,0.105,0.753,"",0.012,1
"381","SubCn_subcuneiform nucleus, Left","datasource",1,9,5.783,0.04,"*",0.391,1
"382","SubCn_subcuneiform nucleus, Right","datasource",1,9,14.339,0.004,"*",0.614,1
"383","SuM_Supramammillary Nucleus, Left","datasource",1,9,56.202,3.71e-05,"*",0.862,0.0153594
"384","TCd_Tail of Caudate Nucleus, Left","datasource",1,9,472.825,4.34e-09,"*",0.981,1.79676e-06
"385","TCd_Tail of Caudate Nucleus, Right","datasource",1,9,57.506,3.39e-05,"*",0.865,0.0140346
"386","TG_transverse gyri, Left","datasource",1,9,113.269,2.13e-06,"*",0.926,0.00088182
"387","TG_transverse gyri, Right","datasource",1,9,383.9,1.09e-08,"*",0.977,4.5126e-06
"388","TM_Tuberomammillary Nucleus, Left","datasource",1,9,970.148,1.78e-10,"*",0.991,7.3692e-08
"389","TP-i_temporal pole, Left, inferior aspect","datasource",1,9,7.151,0.025,"*",0.443,1
"390","TP-i_temporal pole, Right, inferior aspect","datasource",1,9,55.297,3.95e-05,"*",0.86,0.016353
"391","TP-m_temporal pole, Left, medial aspect","datasource",1,9,10.267,0.011,"*",0.533,1
"392","TP-m_temporal pole, Right, medial aspect","datasource",1,9,3.754,0.085,"",0.294,1
"393","TP-s_temporal pole, Left, superior aspect","datasource",1,9,0.541,0.481,"",0.057,1
"394","TP-s_temporal pole, Right, superior aspect","datasource",1,9,4.92,0.054,"",0.353,1
"395","trIFG_Inferior frontal gyrus, triangular part, Left","datasource",1,9,5.672,0.041,"*",0.387,1
"396","trIFG_Inferior frontal gyrus, triangular part, Right","datasource",1,9,180.55,2.92e-07,"*",0.953,0.000120888
"397","Ve-I-II_I-II","datasource",1,9,190.897,2.3e-07,"*",0.955,9.522e-05
"398","Ve-III_III","datasource",1,9,186.427,2.55e-07,"*",0.954,0.00010557
"399","Ve-IV_IV","datasource",1,9,374.583,1.21e-08,"*",0.977,5.0094e-06
"400","Ve-IX_IX","datasource",1,9,89.851,5.58e-06,"*",0.909,0.00231012
"401","Ve-V_V","datasource",1,9,264.925,5.54e-08,"*",0.967,2.29356e-05
"402","Ve-VI_VI","datasource",1,9,301.933,3.13e-08,"*",0.971,1.29582e-05
"403","Ve-VIIAf_VIIAf","datasource",1,9,308.801,2.83e-08,"*",0.972,1.17162e-05
"404","Ve-VIIAt_VIIAt","datasource",1,9,201.938,1.8e-07,"*",0.957,7.452e-05
"405","Ve-VIIB_VIIB","datasource",1,9,268.003,5.27e-08,"*",0.968,2.18178e-05
"406","Ve-VIIIA_VIIIA","datasource",1,9,227.408,1.08e-07,"*",0.962,4.4712e-05
"407","Ve-VIIIB_VIIIB","datasource",1,9,201.334,1.83e-07,"*",0.957,7.5762e-05
"408","Ve-X_X","datasource",1,9,16.933,0.003,"*",0.653,1
"409","VMH_Ventromedial Hypothalamic Nucleus, Left","datasource",1,9,16.616,0.003,"*",0.649,1
"410","VMH_Ventromedial Hypothalamic Nucleus, Right","datasource",1,9,83.167,7.66e-06,"*",0.902,0.00317124
"411","VTA_ventral tegmental area, Left","datasource",1,9,11.65,0.008,"*",0.564,1
"412","VTA_ventral tegmental area, Right","datasource",1,9,1.771,0.216,"",0.164,1
"413","ZI_Zona Incerta, Left","datasource",1,9,163.122,4.52e-07,"*",0.948,0.000187128
"414","ZI_Zona Incerta, Right","datasource",1,9,37.596,0.000173,"*",0.807,0.071622
