"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"240","OTG-s_occipito-temporal gyrus, Right, superior bank of gyrus","datasource",1,939,359.305,4.26e-68,"*",0.277,1.76364e-65
"241","Pa_Paraventricular Nuclei, Left of Thalamus, Left","datasource",1,939,522.98,2.31e-92,"*",0.358,9.5634e-90
"242","Pa_Paraventricular Nuclei, Right of Thalamus, Right","datasource",1,939,483.701,8.48e-87,"*",0.34,3.51072e-84
"243","PalHy_Pallidohypothalamic Nucleus, Left","datasource",1,939,314.162,7.36e-61,"*",0.251,3.04704e-58
"244","PaOG_parolfactory gyri, Left","datasource",1,939,332.374,8.24e-64,"*",0.261,3.41136e-61
"245","PaOG_parolfactory gyri, Right","datasource",1,939,355.709,1.57e-67,"*",0.275,6.4998e-65
"246","PCLa_paracentral lobule, anterior part, Left","datasource",1,939,325.882,9.18e-63,"*",0.258,3.80052e-60
"247","PCLa-i_paracentral lobule, anterior part, Left, inferior bank of gyrus","datasource",1,939,296.224,6.55e-58,"*",0.24,2.7117e-55
"248","PCLa-i_paracentral lobule, anterior part, Right, inferior bank of gyrus","datasource",1,939,387.364,1.81e-72,"*",0.292,7.4934e-70
"249","PCLa-s_paracentral lobule, anterior part, Left, superior bank of gyrus","datasource",1,939,298.355,2.91e-58,"*",0.241,1.20474e-55
"250","PCLa-s_paracentral lobule, anterior part, Right, superior bank of gyrus","datasource",1,939,360.78,2.5e-68,"*",0.278,1.035e-65
"251","PCLp-cs_paracentral lobule, posterior part, Left, bank of cingulate sulcus","datasource",1,939,225.687,7.1e-46,"*",0.194,2.9394e-43
"252","PCLp-cs_paracentral lobule, posterior part, Right, bank of cingulate sulcus","datasource",1,939,448.068,1.29e-81,"*",0.323,5.3406e-79
"253","PCLp-l_paracentral lobule, posterior part, Left, lateral bank of gyrus","datasource",1,939,216.251,3.29e-44,"*",0.187,1.36206e-41
"254","PCLp-l_paracentral lobule, posterior part, Right, lateral bank of gyrus","datasource",1,939,417.063,5.39e-77,"*",0.308,2.23146e-74
"255","Pcu-i_precuneus, Left, inferior lateral bank of gyrus","datasource",1,939,326.266,7.96e-63,"*",0.258,3.29544e-60
"256","Pcu-i_precuneus, Right,  inferior lateral bank of gyrus","datasource",1,939,401.187,1.38e-74,"*",0.299,5.7132e-72
"257","Pcu-s_precuneus, Left,  superior lateral bank of gyrus","datasource",1,939,315.442,4.55e-61,"*",0.251,1.8837e-58
"258","Pcu-s_precuneus, Right, superior lateral bank of gyrus","datasource",1,939,379.875,2.6e-71,"*",0.288,1.0764e-68
"259","PeF_Perifornical Nucleus, Left","datasource",1,939,364.399,6.74e-69,"*",0.28,2.79036e-66
"260","PHA_Posterior Hypothalamic Area, Left","datasource",1,939,293.323,1.98e-57,"*",0.238,8.1972e-55
"261","PHA_Posterior Hypothalamic Area, Right","datasource",1,939,361.297,2.07e-68,"*",0.278,8.5698e-66
"262","PHG-cos_parahippocampal gyrus, Left, bank of the cos","datasource",1,939,319.986,8.28e-62,"*",0.254,3.42792e-59
"263","PHG-cos_parahippocampal gyrus, Right, bank of the cos","datasource",1,939,414.22,1.45e-76,"*",0.306,6.003e-74
"264","PHG-l_parahippocampal gyrus, Left, lateral bank of gyrus","datasource",1,939,325.695,9.84e-63,"*",0.258,4.07376e-60
"265","PHG-l_parahippocampal gyrus, Right, lateral bank of gyrus","datasource",1,939,412.243,2.88e-76,"*",0.305,1.19232e-73
"266","PIN_pineal","datasource",1,939,225.574,7.43e-46,"*",0.194,3.07602e-43
"267","Pir_piriform cortex, left","datasource",1,939,306.911,1.13e-59,"*",0.246,4.6782e-57
"268","PLP_planum polare, Left","datasource",1,939,325.076,1.24e-62,"*",0.257,5.1336e-60
"269","PLP_planum polare, Right","datasource",1,939,327.765,4.55e-63,"*",0.259,1.8837e-60
"270","PLT_planum temporale, Left","datasource",1,939,324.978,1.28e-62,"*",0.257,5.2992e-60
"271","PLT_planum temporale, Right","datasource",1,939,401.286,1.33e-74,"*",0.299,5.5062e-72
"272","Pn_pontine nuclei, Left","datasource",1,939,373.17,2.87e-70,"*",0.284,1.18818e-67
"273","Pn_pontine nuclei, Right","datasource",1,939,457.884,4.68e-83,"*",0.328,1.93752e-80
"274","PoG-cs_postcentral gyrus, Left, bank of the central sulcus","datasource",1,939,311.019,2.4e-60,"*",0.249,9.936e-58
"275","PoG-cs_postcentral gyrus, Right, bank of the central sulcus","datasource",1,939,338.323,9.14e-65,"*",0.265,3.78396e-62
"276","PoG-il_postcentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,939,331.661,1.07e-63,"*",0.261,4.4298e-61
"277","PoG-il_postcentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,939,364.656,6.14e-69,"*",0.28,2.54196e-66
"278","PoG-pcs_postcentral gyrus, Left, bank of the posterior central sulcus","datasource",1,939,349.968,1.27e-66,"*",0.272,5.2578e-64
"279","PoG-pcs_postcentral gyrus, Right, bank of the posterior central sulcus","datasource",1,939,379.28,3.22e-71,"*",0.288,1.33308e-68
"280","PoG-sl_postcentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,939,301.654,8.29e-59,"*",0.243,3.43206e-56
"281","PoG-sl_postcentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,939,366.876,2.76e-69,"*",0.281,1.14264e-66
"282","POrG_posterior orbital gyrus, Left","datasource",1,939,243.24,6.14e-49,"*",0.206,2.54196e-46
"283","POrG_posterior orbital gyrus, Right","datasource",1,939,332.482,7.91e-64,"*",0.261,3.27474e-61
"284","Pr5_principal sensory nucleus of trigeminal nerve, Left","datasource",1,939,419.102,2.66e-77,"*",0.309,1.10124e-74
"285","Pr5_principal sensory nucleus of trigeminal nerve, Right","datasource",1,939,549.063,5.65e-96,"*",0.369,2.3391e-93
"286","PRF_Pontine Reticular Formation, Left","datasource",1,939,402.362,9.11e-75,"*",0.3,3.77154e-72
"287","PRF_Pontine Reticular Formation, Right","datasource",1,939,472.901,3.06e-85,"*",0.335,1.26684e-82
"288","PrG-cs_precentral gyrus, Left, bank of the central sulcus","datasource",1,939,333.789,4.88e-64,"*",0.262,2.02032e-61
"289","PrG-cs_precentral gyrus, Right, bank of the central sulcus","datasource",1,939,318.947,1.22e-61,"*",0.254,5.0508e-59
"290","PrG-il_precentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,939,318.125,1.66e-61,"*",0.253,6.8724e-59
"291","PrG-il_precentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,939,362.958,1.13e-68,"*",0.279,4.6782e-66
"292","PrG-prc_precentral gyrus, Left, bank of the precentral sulcus","datasource",1,939,305.302,2.08e-59,"*",0.245,8.6112e-57
"293","PrG-prc_precentral gyrus, Right, bank of the precentral sulcus","datasource",1,939,340.581,3.98e-65,"*",0.266,1.64772e-62
"294","PrG-sl_precentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,939,306.978,1.1e-59,"*",0.246,4.554e-57
"295","PrG-sl_precentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,939,350.512,1.04e-66,"*",0.272,4.3056e-64
"296","PrOR_Preoptic Region, Left","datasource",1,939,308.777,5.59e-60,"*",0.247,2.31426e-57
"297","PrOR_Preoptic Region, Right","datasource",1,939,344.141,1.08e-65,"*",0.268,4.4712e-63
"298","PTec_Pretectal Region","datasource",1,939,416.784,5.94e-77,"*",0.307,2.45916e-74
"299","PTG_paraterminal gyrus, Right","datasource",1,939,394.801,1.3e-73,"*",0.296,5.382e-71
"300","Pu_Putamen, Left","datasource",1,939,371.688,4.88e-70,"*",0.284,2.02032e-67
"301","Pu_Putamen, Right","datasource",1,939,429.53,7.26e-79,"*",0.314,3.00564e-76
"302","PV-Crus I_Crus I, Left Paravermis","datasource",1,939,134.01,4.59e-29,"*",0.125,1.90026e-26
"303","PV-Crus I_Crus I, Right Paravermis","datasource",1,939,207.164,1.36e-42,"*",0.181,5.6304e-40
"304","PV-Crus II_Crus II, Left Paravermis","datasource",1,939,111.891,8.78e-25,"*",0.106,3.63492e-22
"305","PV-Crus II_Crus II, Right Paravermis","datasource",1,939,225.524,7.58e-46,"*",0.194,3.13812e-43
"306","PV-III_III, Left Paravermis","datasource",1,939,155.653,3.65e-33,"*",0.142,1.5111e-30
"307","PV-III_III, Right Paravermis","datasource",1,939,195.077,2.03e-40,"*",0.172,8.4042e-38
"308","PV-IV_IV, Left Paravermis","datasource",1,939,135.077,2.87e-29,"*",0.126,1.18818e-26
"309","PV-IV_IV, Right Paravermis","datasource",1,939,195.955,1.41e-40,"*",0.173,5.8374e-38
"310","PV-IX_IX, Left Paravermis","datasource",1,939,149.053,6.36e-32,"*",0.137,2.63304e-29
"311","PV-IX_IX, Right Paravermis","datasource",1,939,247.735,1.03e-49,"*",0.209,4.2642e-47
"312","PV-V_V, Left Paravermis","datasource",1,939,128.272,5.8e-28,"*",0.12,2.4012e-25
"313","PV-V_V, Right Paravermis","datasource",1,939,230.546,9.97e-47,"*",0.197,4.12758e-44
"314","PV-VI_VI, Left Paravermis","datasource",1,939,141.348,1.83e-30,"*",0.131,7.5762e-28
"315","PV-VI_VI, Right Paravermis","datasource",1,939,206.268,1.97e-42,"*",0.18,8.1558e-40
"316","PV-VIIB_VIIB, Left Paravermis","datasource",1,939,144.091,5.52e-31,"*",0.133,2.28528e-28
"317","PV-VIIB_VIIB, Right Paravermis","datasource",1,939,220.668,5.44e-45,"*",0.19,2.25216e-42
"318","PV-VIIIA_VIIIA, Left Paravermis","datasource",1,939,132.106,1.06e-28,"*",0.123,4.3884e-26
"319","PV-VIIIA_VIIIA, Right Paravermis","datasource",1,939,183.2,2.92e-38,"*",0.163,1.20888e-35
"320","PV-VIIIB_VIIIB, Left Paravermis","datasource",1,939,140.871,2.25e-30,"*",0.13,9.315e-28
"321","PV-VIIIB_VIIIB, Right Paravermis","datasource",1,939,194.736,2.34e-40,"*",0.172,9.6876e-38
"322","PV-X_X, Left Paravermis","datasource",1,939,195.983,1.39e-40,"*",0.173,5.7546e-38
"323","PVH_Paraventricular Nucleus of the Hypothalamus, Left","datasource",1,939,343.098,1.58e-65,"*",0.268,6.5412e-63
"324","PVH_Paraventricular Nucleus of the Hypothalamus, Right","datasource",1,939,409.73,6.92e-76,"*",0.304,2.86488e-73
"325","R_Reticular Nucleus of Thalamus, Left","datasource",1,939,430.45,5.29e-79,"*",0.314,2.19006e-76
"326","R_Reticular Nucleus of Thalamus, Right","datasource",1,939,568.523,1.25e-98,"*",0.377,5.175e-96
"327","RaM_raphe nuclei of medulla","datasource",1,939,407.45,1.53e-75,"*",0.303,6.3342e-73
"328","RN_Red Nucleus, Left","datasource",1,939,467.692,1.74e-84,"*",0.332,7.2036e-82
"329","RN_Red Nucleus, Right","datasource",1,939,663.033,4.78e-111,"*",0.414,1.97892e-108
"330","RPn_pontine raphe nucleus","datasource",1,939,394.211,1.61e-73,"*",0.296,6.6654e-71
"331","RPn_pontine raphe nucleus, Left","datasource",1,939,327.485,5.05e-63,"*",0.259,2.0907e-60
"332","S_subiculum, Left","datasource",1,939,271.977,7.45e-54,"*",0.225,3.0843e-51
"333","S_subiculum, Right","datasource",1,939,311.867,1.74e-60,"*",0.249,7.2036e-58
"334","Sb_Subthalamic Nucleus, Left","datasource",1,939,376.668,8.19e-71,"*",0.286,3.39066e-68
"335","Sb_Subthalamic Nucleus, Right","datasource",1,939,606.255,1.12e-103,"*",0.392,4.6368e-101
"336","SC_Superior Colliculus, Left","datasource",1,939,329.702,2.22e-63,"*",0.26,9.1908e-61
"337","SC_Superior Colliculus, Right","datasource",1,939,593.852,4.95e-102,"*",0.387,2.0493e-99
"338","SCG_subcallosal gyrus, Left","datasource",1,939,351.544,7.17e-67,"*",0.272,2.96838e-64
"339","SCG_subcollosal gyrus, Right","datasource",1,939,377.565,5.94e-71,"*",0.287,2.45916e-68
"340","SFG_superior frontal gyrus, Left","datasource",1,939,235.836,1.19e-47,"*",0.201,4.9266e-45
"341","SFG-l_superior frontal gyrus, Left, lateral bank of gyrus","datasource",1,939,335.515,2.58e-64,"*",0.263,1.06812e-61
"342","SFG-l_superior frontal gyrus, Right, lateral bank of gyrus","datasource",1,939,363.145,1.06e-68,"*",0.279,4.3884e-66
"343","SFG-m_superior frontal gyrus, Left, medial bank of gyrus","datasource",1,939,317.055,2.48e-61,"*",0.252,1.02672e-58
"344","SFG-m_superior frontal gyrus, Right, medial bank of gyrus","datasource",1,939,355.541,1.67e-67,"*",0.275,6.9138e-65
"345","SI_Substantia Innominata, Left","datasource",1,939,446.037,2.58e-81,"*",0.322,1.06812e-78
"346","SI_Substantia Innominata, Right","datasource",1,939,484.319,6.91e-87,"*",0.34,2.86074e-84
"347","SIG_Short Insular Gyri, Left","datasource",1,939,298.069,3.24e-58,"*",0.241,1.34136e-55
"348","SIG_Short Insular Gyri, Right","datasource",1,939,370.824,6.66e-70,"*",0.283,2.75724e-67
"349","SMG-i_supramarginal gyrus, Left, inferior bank of gyrus","datasource",1,939,299.184,2.12e-58,"*",0.242,8.7768e-56
"350","SMG-i_supramarginal gyrus, Right, inferior bank of gyrus","datasource",1,939,439.929,2.06e-80,"*",0.319,8.5284e-78
"351","SMG-s_supramarginal gyrus, Left, superior bank of gyrus","datasource",1,939,333.302,5.84e-64,"*",0.262,2.41776e-61
"352","SMG-s_supramarginal gyrus, Right, superior bank of gyrus","datasource",1,939,377.886,5.3e-71,"*",0.287,2.1942e-68
"353","SNC_Substantia Nigra, pars compacta, Left","datasource",1,939,303.528,4.07e-59,"*",0.244,1.68498e-56
"354","SNC_Substantia Nigra, pars compacta, Right","datasource",1,939,447.972,1.34e-81,"*",0.323,5.5476e-79
"355","SNR_Substantia Nigra, pars reticulata, Left","datasource",1,939,476.774,8.43e-86,"*",0.337,3.49002e-83
"356","SNR_Substantia Nigra, pars reticulata, Right","datasource",1,939,686.239,5.53e-114,"*",0.422,2.28942e-111
"357","SO_Supraoptic Nucleus, Left","datasource",1,939,393.66,1.95e-73,"*",0.295,8.073e-71
"358","SO_Supraoptic Nucleus, Right","datasource",1,939,401.395,1.28e-74,"*",0.299,5.2992e-72
"359","SOC_Superior Olivary Complex, Left","datasource",1,939,403.858,5.39e-75,"*",0.301,2.23146e-72
"360","SOC_Superior Olivary Complex, Right","datasource",1,939,575.993,1.23e-99,"*",0.38,5.0922e-97
"361","SOG-i_superior occipital gyrus, Left, inferior bank of gyrus","datasource",1,939,288.259,1.38e-56,"*",0.235,5.7132e-54
"362","SOG-i_superior occipital gyrus, Right, inferior bank of gyrus","datasource",1,939,234.118,2.37e-47,"*",0.2,9.8118e-45
"363","SOG-s_superior occipital gyrus, Left, superior bank of gyrus","datasource",1,939,327.491,5.04e-63,"*",0.259,2.08656e-60
"364","SOG-s_superior occipital gyrus, Right, superior bank of gyrus","datasource",1,939,351.842,6.43e-67,"*",0.273,2.66202e-64
"365","Sp5_spinal trigeminal nucleus, Left","datasource",1,939,438.015,3.96e-80,"*",0.318,1.63944e-77
"366","Sp5_spinal trigeminal nucleus, Right","datasource",1,939,491.087,7.42e-88,"*",0.343,3.07188e-85
"367","SPL-i_supraparietal lobule, Left, inferior bank of gyrus","datasource",1,939,340.617,3.93e-65,"*",0.266,1.62702e-62
"368","SPL-i_supraparietal lobule, Right, inferior bank of gyrus","datasource",1,939,341.832,2.51e-65,"*",0.267,1.03914e-62
"369","SPL-s_supraparietal lobule, Left, superior bank of gyrus","datasource",1,939,308.608,5.96e-60,"*",0.247,2.46744e-57
"370","SPL-s_supraparietal lobule, Right, superior bank of gyrus","datasource",1,939,399.132,2.83e-74,"*",0.298,1.17162e-71
"371","SptN_Septal nuclei, Left","datasource",1,939,454.488,1.47e-82,"*",0.326,6.0858e-80
"372","SptN_Septal nuclei, Right","datasource",1,939,380.318,2.22e-71,"*",0.288,9.1908e-69
"373","SRoG_superior rostral gyrus, Left","datasource",1,939,285.383,4.16e-56,"*",0.233,1.72224e-53
"374","SRoG_superior rostral gyrus, Right","datasource",1,939,375.338,1.32e-70,"*",0.286,5.4648e-68
"375","STG-i_superior temporal gyrus, Left, inferior bank of gyrus","datasource",1,939,327.033,5.98e-63,"*",0.258,2.47572e-60
"376","STG-i_superior temporal gyrus, Right, inferior bank of gyrus","datasource",1,939,374.376,1.86e-70,"*",0.285,7.7004e-68
"377","STG-l_superior temporal gyrus, Left, lateral bank of gyrus","datasource",1,939,334.097,4.35e-64,"*",0.262,1.8009e-61
"378","STG-l_superior temporal gyrus, Right, lateral bank of gyrus","datasource",1,939,452.109,3.29e-82,"*",0.325,1.36206e-79
"379","SubC_nucleus subceruleus, Left","datasource",1,939,355.342,1.8e-67,"*",0.275,7.452e-65
"380","SubC_nucleus subceruleus, Right","datasource",1,939,493.749,3.09e-88,"*",0.345,1.27926e-85
"381","SubCn_subcuneiform nucleus, Left","datasource",1,939,548.904,5.94e-96,"*",0.369,2.45916e-93
"382","SubCn_subcuneiform nucleus, Right","datasource",1,939,741.541,8.14e-121,"*",0.441,3.36996e-118
"383","SuM_Supramammillary Nucleus, Left","datasource",1,939,221.086,4.59e-45,"*",0.191,1.90026e-42
"384","TCd_Tail of Caudate Nucleus, Left","datasource",1,939,359.223,4.39e-68,"*",0.277,1.81746e-65
"385","TCd_Tail of Caudate Nucleus, Right","datasource",1,939,497.588,8.79e-89,"*",0.346,3.63906e-86
"386","TG_transverse gyri, Left","datasource",1,939,318.835,1.27e-61,"*",0.253,5.2578e-59
"387","TG_transverse gyri, Right","datasource",1,939,393.948,1.76e-73,"*",0.296,7.2864e-71
"388","TM_Tuberomammillary Nucleus, Left","datasource",1,939,229.627,1.44e-46,"*",0.196,5.9616e-44
"389","TP-i_temporal pole, Left, inferior aspect","datasource",1,939,326.216,8.1e-63,"*",0.258,3.3534e-60
"390","TP-i_temporal pole, Right, inferior aspect","datasource",1,939,332.384,8.21e-64,"*",0.261,3.39894e-61
"391","TP-m_temporal pole, Left, medial aspect","datasource",1,939,376.874,7.61e-71,"*",0.286,3.15054e-68
"392","TP-m_temporal pole, Right, medial aspect","datasource",1,939,339.286,6.41e-65,"*",0.265,2.65374e-62
"393","TP-s_temporal pole, Left, superior aspect","datasource",1,939,349.739,1.39e-66,"*",0.271,5.7546e-64
"394","TP-s_temporal pole, Right, superior aspect","datasource",1,939,316.171,3.46e-61,"*",0.252,1.43244e-58
"395","trIFG_Inferior frontal gyrus, triangular part, Left","datasource",1,939,317.742,1.92e-61,"*",0.253,7.9488e-59
"396","trIFG_Inferior frontal gyrus, triangular part, Right","datasource",1,939,430.793,4.71e-79,"*",0.314,1.94994e-76
"397","Ve-I-II_I-II","datasource",1,939,125.484,2e-27,"*",0.118,8.28e-25
"398","Ve-III_III","datasource",1,939,159.162,8.05e-34,"*",0.145,3.3327e-31
"399","Ve-IV_IV","datasource",1,939,145.637,2.81e-31,"*",0.134,1.16334e-28
"400","Ve-IX_IX","datasource",1,939,136.624,1.45e-29,"*",0.127,6.003e-27
"401","Ve-V_V","datasource",1,939,117.869,5.98e-26,"*",0.112,2.47572e-23
"402","Ve-VI_VI","datasource",1,939,146.806,1.69e-31,"*",0.135,6.9966e-29
"403","Ve-VIIAf_VIIAf","datasource",1,939,105.875,1.33e-23,"*",0.101,5.5062e-21
"404","Ve-VIIAt_VIIAt","datasource",1,939,121.54,1.16e-26,"*",0.115,4.8024e-24
"405","Ve-VIIB_VIIB","datasource",1,939,137.332,1.06e-29,"*",0.128,4.3884e-27
"406","Ve-VIIIA_VIIIA","datasource",1,939,133.875,4.87e-29,"*",0.125,2.01618e-26
"407","Ve-VIIIB_VIIIB","datasource",1,939,142.799,9.7e-31,"*",0.132,4.0158e-28
"408","Ve-X_X","datasource",1,939,171.923,3.44e-36,"*",0.155,1.42416e-33
"409","VMH_Ventromedial Hypothalamic Nucleus, Left","datasource",1,939,370.269,8.13e-70,"*",0.283,3.36582e-67
"410","VMH_Ventromedial Hypothalamic Nucleus, Right","datasource",1,939,419.804,2.08e-77,"*",0.309,8.6112e-75
"411","VTA_ventral tegmental area, Left","datasource",1,939,388.116,1.39e-72,"*",0.292,5.7546e-70
"412","VTA_ventral tegmental area, Right","datasource",1,939,601.195,5.23e-103,"*",0.39,2.16522e-100
"413","ZI_Zona Incerta, Left","datasource",1,939,457.694,4.99e-83,"*",0.328,2.06586e-80
"414","ZI_Zona Incerta, Right","datasource",1,939,739.466,1.46e-120,"*",0.441,6.0444e-118
