"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"242","Pa_Paraventricular Nuclei, Right of Thalamus, Right","datasource",1,922,11.041,0.000926,"*",0.012,0.383364
"243","PalHy_Pallidohypothalamic Nucleus, Left","datasource",1,922,108.014,5.31e-24,"*",0.105,2.19834e-21
"244","PaOG_parolfactory gyri, Left","datasource",1,922,81.45,1.03e-18,"*",0.081,4.2642e-16
"245","PaOG_parolfactory gyri, Right","datasource",1,922,99.146,2.97e-22,"*",0.097,1.22958e-19
"246","PCLa_paracentral lobule, anterior part, Left","datasource",1,922,86.893,8.23e-20,"*",0.086,3.40722e-17
"247","PCLa-i_paracentral lobule, anterior part, Left, inferior bank of gyrus","datasource",1,922,99.437,2.6e-22,"*",0.097,1.0764e-19
"248","PCLa-i_paracentral lobule, anterior part, Right, inferior bank of gyrus","datasource",1,922,101.771,9e-23,"*",0.099,3.726e-20
"249","PCLa-s_paracentral lobule, anterior part, Left, superior bank of gyrus","datasource",1,922,112.934,5.79e-25,"*",0.109,2.39706e-22
"250","PCLa-s_paracentral lobule, anterior part, Right, superior bank of gyrus","datasource",1,922,107.336,7.22e-24,"*",0.104,2.98908e-21
"251","PCLp-cs_paracentral lobule, posterior part, Left, bank of cingulate sulcus","datasource",1,922,105.21,1.89e-23,"*",0.102,7.8246e-21
"252","PCLp-cs_paracentral lobule, posterior part, Right, bank of cingulate sulcus","datasource",1,922,144.483,5.07e-31,"*",0.135,2.09898e-28
"253","PCLp-l_paracentral lobule, posterior part, Left, lateral bank of gyrus","datasource",1,922,105.071,2.01e-23,"*",0.102,8.3214e-21
"254","PCLp-l_paracentral lobule, posterior part, Right, lateral bank of gyrus","datasource",1,922,138.468,7e-30,"*",0.131,2.898e-27
"255","Pcu-i_precuneus, Left, inferior lateral bank of gyrus","datasource",1,922,91.59,9.45e-21,"*",0.09,3.9123e-18
"256","Pcu-i_precuneus, Right,  inferior lateral bank of gyrus","datasource",1,922,88.784,3.44e-20,"*",0.088,1.42416e-17
"257","Pcu-s_precuneus, Left,  superior lateral bank of gyrus","datasource",1,922,94.834,2.13e-21,"*",0.093,8.8182e-19
"258","Pcu-s_precuneus, Right, superior lateral bank of gyrus","datasource",1,922,98.482,4.02e-22,"*",0.097,1.66428e-19
"259","PeF_Perifornical Nucleus, Left","datasource",1,922,127.91,7.3e-28,"*",0.122,3.0222e-25
"260","PHA_Posterior Hypothalamic Area, Left","datasource",1,922,116.063,1.42e-25,"*",0.112,5.8788e-23
"261","PHA_Posterior Hypothalamic Area, Right","datasource",1,922,109.282,3e-24,"*",0.106,1.242e-21
"262","PHG-cos_parahippocampal gyrus, Left, bank of the cos","datasource",1,922,95.292,1.73e-21,"*",0.094,7.1622e-19
"263","PHG-cos_parahippocampal gyrus, Right, bank of the cos","datasource",1,922,82.802,5.47e-19,"*",0.082,2.26458e-16
"264","PHG-l_parahippocampal gyrus, Left, lateral bank of gyrus","datasource",1,922,86.16,1.15e-19,"*",0.085,4.761e-17
"265","PHG-l_parahippocampal gyrus, Right, lateral bank of gyrus","datasource",1,922,98.221,4.53e-22,"*",0.096,1.87542e-19
"266","PIN_pineal","datasource",1,922,109.779,2.4e-24,"*",0.106,9.936e-22
"267","Pir_piriform cortex, left","datasource",1,922,128.509,5.6e-28,"*",0.122,2.3184e-25
"268","PLP_planum polare, Left","datasource",1,922,91.518,9.77e-21,"*",0.09,4.04478e-18
"269","PLP_planum polare, Right","datasource",1,922,114.472,2.9e-25,"*",0.11,1.2006e-22
"270","PLT_planum temporale, Left","datasource",1,922,92.852,5.29e-21,"*",0.091,2.19006e-18
"271","PLT_planum temporale, Right","datasource",1,922,84.628,2.35e-19,"*",0.084,9.729e-17
"272","Pn_pontine nuclei, Left","datasource",1,922,40.278,3.45e-10,"*",0.042,1.4283e-07
"273","Pn_pontine nuclei, Right","datasource",1,922,31.175,3.1e-08,"*",0.033,1.2834e-05
"274","PoG-cs_postcentral gyrus, Left, bank of the central sulcus","datasource",1,922,99.425,2.62e-22,"*",0.097,1.08468e-19
"275","PoG-cs_postcentral gyrus, Right, bank of the central sulcus","datasource",1,922,106.914,8.74e-24,"*",0.104,3.61836e-21
"276","PoG-il_postcentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,922,92.48,6.27e-21,"*",0.091,2.59578e-18
"277","PoG-il_postcentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,922,92.187,7.18e-21,"*",0.091,2.97252e-18
"278","PoG-pcs_postcentral gyrus, Left, bank of the posterior central sulcus","datasource",1,922,86.386,1.04e-19,"*",0.086,4.3056e-17
"279","PoG-pcs_postcentral gyrus, Right, bank of the posterior central sulcus","datasource",1,922,88.51,3.9e-20,"*",0.088,1.6146e-17
"280","PoG-sl_postcentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,922,93.996,3.13e-21,"*",0.093,1.29582e-18
"281","PoG-sl_postcentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,922,92.72,5.62e-21,"*",0.091,2.32668e-18
"282","POrG_posterior orbital gyrus, Left","datasource",1,922,113.878,3.79e-25,"*",0.11,1.56906e-22
"283","POrG_posterior orbital gyrus, Right","datasource",1,922,86.875,8.3e-20,"*",0.086,3.4362e-17
"284","Pr5_principal sensory nucleus of trigeminal nerve, Left","datasource",1,922,43.911,5.84e-11,"*",0.045,2.41776e-08
"285","Pr5_principal sensory nucleus of trigeminal nerve, Right","datasource",1,922,55.711,1.94e-13,"*",0.057,8.0316e-11
"286","PRF_Pontine Reticular Formation, Left","datasource",1,922,61.63,1.15e-14,"*",0.063,4.761e-12
"287","PRF_Pontine Reticular Formation, Right","datasource",1,922,66.171,1.33e-15,"*",0.067,5.5062e-13
"288","PrG-cs_precentral gyrus, Left, bank of the central sulcus","datasource",1,922,106.541,1.03e-23,"*",0.104,4.2642e-21
"289","PrG-cs_precentral gyrus, Right, bank of the central sulcus","datasource",1,922,120.358,2.09e-26,"*",0.115,8.6526e-24
"290","PrG-il_precentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,922,99.992,2.02e-22,"*",0.098,8.3628e-20
"291","PrG-il_precentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,922,99.269,2.81e-22,"*",0.097,1.16334e-19
"292","PrG-prc_precentral gyrus, Left, bank of the precentral sulcus","datasource",1,922,100.301,1.76e-22,"*",0.098,7.2864e-20
"293","PrG-prc_precentral gyrus, Right, bank of the precentral sulcus","datasource",1,922,93.911,3.25e-21,"*",0.092,1.3455e-18
"294","PrG-sl_precentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,922,98.492,4e-22,"*",0.097,1.656e-19
"295","PrG-sl_precentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,922,92.577,6e-21,"*",0.091,2.484e-18
"296","PrOR_Preoptic Region, Left","datasource",1,922,88.421,4.06e-20,"*",0.088,1.68084e-17
"297","PrOR_Preoptic Region, Right","datasource",1,922,95.023,1.96e-21,"*",0.093,8.1144e-19
"298","PTec_Pretectal Region","datasource",1,922,63.298,5.19e-15,"*",0.064,2.14866e-12
"299","PTG_paraterminal gyrus, Right","datasource",1,922,40.633,2.9e-10,"*",0.042,1.2006e-07
"300","Pu_Putamen, Left","datasource",1,922,61.418,1.27e-14,"*",0.062,5.2578e-12
"301","Pu_Putamen, Right","datasource",1,922,56.381,1.41e-13,"*",0.058,5.8374e-11
"302","PV-Crus I_Crus I, Left Paravermis","datasource",1,922,145.066,3.93e-31,"*",0.136,1.62702e-28
"303","PV-Crus I_Crus I, Right Paravermis","datasource",1,922,124.08,3.99e-27,"*",0.119,1.65186e-24
"304","PV-Crus II_Crus II, Left Paravermis","datasource",1,922,139.641,4.19e-30,"*",0.132,1.73466e-27
"305","PV-Crus II_Crus II, Right Paravermis","datasource",1,922,122.576,7.78e-27,"*",0.117,3.22092e-24
"306","PV-III_III, Left Paravermis","datasource",1,922,185.634,1.2e-38,"*",0.168,4.968e-36
"307","PV-III_III, Right Paravermis","datasource",1,922,227.809,3.64e-46,"*",0.198,1.50696e-43
"308","PV-IV_IV, Left Paravermis","datasource",1,922,159.05,9.35e-34,"*",0.147,3.8709e-31
"309","PV-IV_IV, Right Paravermis","datasource",1,922,155.478,4.34e-33,"*",0.144,1.79676e-30
"310","PV-IX_IX, Left Paravermis","datasource",1,922,122.329,8.68e-27,"*",0.117,3.59352e-24
"311","PV-IX_IX, Right Paravermis","datasource",1,922,106.926,8.69e-24,"*",0.104,3.59766e-21
"312","PV-V_V, Left Paravermis","datasource",1,922,146.656,1.97e-31,"*",0.137,8.1558e-29
"313","PV-V_V, Right Paravermis","datasource",1,922,150.134,4.36e-32,"*",0.14,1.80504e-29
"314","PV-VI_VI, Left Paravermis","datasource",1,922,138.161,8.01e-30,"*",0.13,3.31614e-27
"315","PV-VI_VI, Right Paravermis","datasource",1,922,137.76,9.55e-30,"*",0.13,3.9537e-27
"316","PV-VIIB_VIIB, Left Paravermis","datasource",1,922,126.428,1.41e-27,"*",0.121,5.8374e-25
"317","PV-VIIB_VIIB, Right Paravermis","datasource",1,922,112.001,8.81e-25,"*",0.108,3.64734e-22
"318","PV-VIIIA_VIIIA, Left Paravermis","datasource",1,922,118.522,4.74e-26,"*",0.114,1.96236e-23
"319","PV-VIIIA_VIIIA, Right Paravermis","datasource",1,922,145.986,2.64e-31,"*",0.137,1.09296e-28
"320","PV-VIIIB_VIIIB, Left Paravermis","datasource",1,922,137.241,1.2e-29,"*",0.13,4.968e-27
"321","PV-VIIIB_VIIIB, Right Paravermis","datasource",1,922,134.705,3.65e-29,"*",0.127,1.5111e-26
"322","PV-X_X, Left Paravermis","datasource",1,922,103.296,4.5e-23,"*",0.101,1.863e-20
"323","PVH_Paraventricular Nucleus of the Hypothalamus, Left","datasource",1,922,91.299,1.08e-20,"*",0.09,4.4712e-18
"324","PVH_Paraventricular Nucleus of the Hypothalamus, Right","datasource",1,922,72.696,6.13e-17,"*",0.073,2.53782e-14
"325","R_Reticular Nucleus of Thalamus, Left","datasource",1,922,41.25,2.14e-10,"*",0.043,8.8596e-08
"326","R_Reticular Nucleus of Thalamus, Right","datasource",1,922,30.692,3.95e-08,"*",0.032,1.6353e-05
"327","RaM_raphe nuclei of medulla","datasource",1,922,86.683,9.07e-20,"*",0.086,3.75498e-17
"328","RN_Red Nucleus, Left","datasource",1,922,32.674,1.47e-08,"*",0.034,6.0858e-06
"329","RN_Red Nucleus, Right","datasource",1,922,26.529,3.17e-07,"*",0.028,0.000131238
"330","RPn_pontine raphe nucleus","datasource",1,922,61.623,1.15e-14,"*",0.063,4.761e-12
"331","RPn_pontine raphe nucleus, Left","datasource",1,922,64.562,2.85e-15,"*",0.065,1.1799e-12
"332","S_subiculum, Left","datasource",1,922,125.444,2.18e-27,"*",0.12,9.0252e-25
"333","S_subiculum, Right","datasource",1,922,135.833,2.22e-29,"*",0.128,9.1908e-27
"334","Sb_Subthalamic Nucleus, Left","datasource",1,922,42.569,1.12e-10,"*",0.044,4.6368e-08
"335","Sb_Subthalamic Nucleus, Right","datasource",1,922,32.514,1.59e-08,"*",0.034,6.5826e-06
"336","SC_Superior Colliculus, Left","datasource",1,922,70.99,1.37e-16,"*",0.071,5.6718e-14
"337","SC_Superior Colliculus, Right","datasource",1,922,38.175,9.69e-10,"*",0.04,4.01166e-07
"338","SCG_subcallosal gyrus, Left","datasource",1,922,66.505,1.13e-15,"*",0.067,4.6782e-13
"339","SCG_subcollosal gyrus, Right","datasource",1,922,63.301,5.18e-15,"*",0.064,2.14452e-12
"340","SFG_superior frontal gyrus, Left","datasource",1,922,91.289,1.08e-20,"*",0.09,4.4712e-18
"341","SFG-l_superior frontal gyrus, Left, lateral bank of gyrus","datasource",1,922,88.78,3.44e-20,"*",0.088,1.42416e-17
"342","SFG-l_superior frontal gyrus, Right, lateral bank of gyrus","datasource",1,922,90.99,1.25e-20,"*",0.09,5.175e-18
"343","SFG-m_superior frontal gyrus, Left, medial bank of gyrus","datasource",1,922,99.717,2.29e-22,"*",0.098,9.4806e-20
"344","SFG-m_superior frontal gyrus, Right, medial bank of gyrus","datasource",1,922,98.64,3.74e-22,"*",0.097,1.54836e-19
"345","SI_Substantia Innominata, Left","datasource",1,922,68.676,4.07e-16,"*",0.069,1.68498e-13
"346","SI_Substantia Innominata, Right","datasource",1,922,59.414,3.3e-14,"*",0.061,1.3662e-11
"347","SIG_Short Insular Gyri, Left","datasource",1,922,101.119,1.21e-22,"*",0.099,5.0094e-20
"348","SIG_Short Insular Gyri, Right","datasource",1,922,89.2,2.84e-20,"*",0.088,1.17576e-17
"349","SMG-i_supramarginal gyrus, Left, inferior bank of gyrus","datasource",1,922,93.179,4.55e-21,"*",0.092,1.8837e-18
"350","SMG-i_supramarginal gyrus, Right, inferior bank of gyrus","datasource",1,922,84.962,2.01e-19,"*",0.084,8.3214e-17
"351","SMG-s_supramarginal gyrus, Left, superior bank of gyrus","datasource",1,922,80.952,1.29e-18,"*",0.081,5.3406e-16
"352","SMG-s_supramarginal gyrus, Right, superior bank of gyrus","datasource",1,922,74.47,2.67e-17,"*",0.075,1.10538e-14
"353","SNC_Substantia Nigra, pars compacta, Left","datasource",1,922,117.029,9.24e-26,"*",0.113,3.82536e-23
"354","SNC_Substantia Nigra, pars compacta, Right","datasource",1,922,100.219,1.82e-22,"*",0.098,7.5348e-20
"355","SNR_Substantia Nigra, pars reticulata, Left","datasource",1,922,45.182,3.14e-11,"*",0.047,1.29996e-08
"356","SNR_Substantia Nigra, pars reticulata, Right","datasource",1,922,42.831,9.89e-11,"*",0.044,4.09446e-08
"357","SO_Supraoptic Nucleus, Left","datasource",1,922,68.562,4.29e-16,"*",0.069,1.77606e-13
"358","SO_Supraoptic Nucleus, Right","datasource",1,922,72.467,6.83e-17,"*",0.073,2.82762e-14
"359","SOC_Superior Olivary Complex, Left","datasource",1,922,39.589,4.84e-10,"*",0.041,2.00376e-07
"360","SOC_Superior Olivary Complex, Right","datasource",1,922,25.552,5.19e-07,"*",0.027,0.000214866
"361","SOG-i_superior occipital gyrus, Left, inferior bank of gyrus","datasource",1,922,92.597,5.95e-21,"*",0.091,2.4633e-18
"362","SOG-i_superior occipital gyrus, Right, inferior bank of gyrus","datasource",1,922,63.34,5.09e-15,"*",0.064,2.10726e-12
"363","SOG-s_superior occipital gyrus, Left, superior bank of gyrus","datasource",1,922,90.655,1.45e-20,"*",0.09,6.003e-18
"364","SOG-s_superior occipital gyrus, Right, superior bank of gyrus","datasource",1,922,104.095,3.13e-23,"*",0.101,1.29582e-20
"365","Sp5_spinal trigeminal nucleus, Left","datasource",1,922,55.215,2.46e-13,"*",0.057,1.01844e-10
"366","Sp5_spinal trigeminal nucleus, Right","datasource",1,922,59.913,2.6e-14,"*",0.061,1.0764e-11
"367","SPL-i_supraparietal lobule, Left, inferior bank of gyrus","datasource",1,922,89.312,2.69e-20,"*",0.088,1.11366e-17
"368","SPL-i_supraparietal lobule, Right, inferior bank of gyrus","datasource",1,922,95.058,1.92e-21,"*",0.093,7.9488e-19
"369","SPL-s_supraparietal lobule, Left, superior bank of gyrus","datasource",1,922,85.17,1.83e-19,"*",0.085,7.5762e-17
"370","SPL-s_supraparietal lobule, Right, superior bank of gyrus","datasource",1,922,93.884,3.3e-21,"*",0.092,1.3662e-18
"371","SptN_Septal nuclei, Left","datasource",1,922,44.002,5.58e-11,"*",0.046,2.31012e-08
"372","SptN_Septal nuclei, Right","datasource",1,922,66.479,1.15e-15,"*",0.067,4.761e-13
"373","SRoG_superior rostral gyrus, Left","datasource",1,922,76.502,1.03e-17,"*",0.077,4.2642e-15
"374","SRoG_superior rostral gyrus, Right","datasource",1,922,87.361,6.63e-20,"*",0.087,2.74482e-17
"375","STG-i_superior temporal gyrus, Left, inferior bank of gyrus","datasource",1,922,89.353,2.65e-20,"*",0.088,1.0971e-17
"376","STG-i_superior temporal gyrus, Right, inferior bank of gyrus","datasource",1,922,84.72,2.25e-19,"*",0.084,9.315e-17
"377","STG-l_superior temporal gyrus, Left, lateral bank of gyrus","datasource",1,922,88.63,3.69e-20,"*",0.088,1.52766e-17
"378","STG-l_superior temporal gyrus, Right, lateral bank of gyrus","datasource",1,922,108.863,3.62e-24,"*",0.106,1.49868e-21
"379","SubC_nucleus subceruleus, Left","datasource",1,922,76.851,8.75e-18,"*",0.077,3.6225e-15
"380","SubC_nucleus subceruleus, Right","datasource",1,922,71.99,8.54e-17,"*",0.072,3.53556e-14
"381","SubCn_subcuneiform nucleus, Left","datasource",1,922,52.903,7.48e-13,"*",0.054,3.09672e-10
"382","SubCn_subcuneiform nucleus, Right","datasource",1,922,31.426,2.74e-08,"*",0.033,1.13436e-05
"383","SuM_Supramammillary Nucleus, Left","datasource",1,922,139.747,4e-30,"*",0.132,1.656e-27
"384","TCd_Tail of Caudate Nucleus, Left","datasource",1,922,85.316,1.71e-19,"*",0.085,7.0794e-17
"385","TCd_Tail of Caudate Nucleus, Right","datasource",1,922,69.795,2.4e-16,"*",0.07,9.936e-14
"386","TG_transverse gyri, Left","datasource",1,922,106.646,9.86e-24,"*",0.104,4.08204e-21
"387","TG_transverse gyri, Right","datasource",1,922,103.443,4.21e-23,"*",0.101,1.74294e-20
"388","TM_Tuberomammillary Nucleus, Left","datasource",1,922,123.004,6.43e-27,"*",0.118,2.66202e-24
"389","TP-i_temporal pole, Left, inferior aspect","datasource",1,922,89.499,2.47e-20,"*",0.088,1.02258e-17
"390","TP-i_temporal pole, Right, inferior aspect","datasource",1,922,88.319,4.26e-20,"*",0.087,1.76364e-17
"391","TP-m_temporal pole, Left, medial aspect","datasource",1,922,91.012,1.23e-20,"*",0.09,5.0922e-18
"392","TP-m_temporal pole, Right, medial aspect","datasource",1,922,82.943,5.13e-19,"*",0.083,2.12382e-16
"393","TP-s_temporal pole, Left, superior aspect","datasource",1,922,86.129,1.17e-19,"*",0.085,4.8438e-17
"394","TP-s_temporal pole, Right, superior aspect","datasource",1,922,89.948,2.01e-20,"*",0.089,8.3214e-18
"395","trIFG_Inferior frontal gyrus, triangular part, Left","datasource",1,922,90.203,1.79e-20,"*",0.089,7.4106e-18
"396","trIFG_Inferior frontal gyrus, triangular part, Right","datasource",1,922,72.25,7.56e-17,"*",0.073,3.12984e-14
"397","Ve-I-II_I-II","datasource",1,922,165.851,5.1e-35,"*",0.152,2.1114e-32
"398","Ve-III_III","datasource",1,922,137.512,1.06e-29,"*",0.13,4.3884e-27
"399","Ve-IV_IV","datasource",1,922,143.873,6.61e-31,"*",0.135,2.73654e-28
"400","Ve-IX_IX","datasource",1,922,116.607,1.12e-25,"*",0.112,4.6368e-23
"401","Ve-V_V","datasource",1,922,139.784,3.94e-30,"*",0.132,1.63116e-27
"402","Ve-VI_VI","datasource",1,922,154.537,6.51e-33,"*",0.144,2.69514e-30
"403","Ve-VIIAf_VIIAf","datasource",1,922,156.016,3.44e-33,"*",0.145,1.42416e-30
"404","Ve-VIIAt_VIIAt","datasource",1,922,147.416,1.42e-31,"*",0.138,5.8788e-29
"405","Ve-VIIB_VIIB","datasource",1,922,133.008,7.69e-29,"*",0.126,3.18366e-26
"406","Ve-VIIIA_VIIIA","datasource",1,922,129.941,2.97e-28,"*",0.124,1.22958e-25
"407","Ve-VIIIB_VIIIB","datasource",1,922,142.216,1.36e-30,"*",0.134,5.6304e-28
"408","Ve-X_X","datasource",1,922,111.528,1.09e-24,"*",0.108,4.5126e-22
"409","VMH_Ventromedial Hypothalamic Nucleus, Left","datasource",1,922,75.579,1.59e-17,"*",0.076,6.5826e-15
"410","VMH_Ventromedial Hypothalamic Nucleus, Right","datasource",1,922,72.59,6.44e-17,"*",0.073,2.66616e-14
"411","VTA_ventral tegmental area, Left","datasource",1,922,87.359,6.64e-20,"*",0.087,2.74896e-17
"412","VTA_ventral tegmental area, Right","datasource",1,922,65.77,1.61e-15,"*",0.067,6.6654e-13
"413","ZI_Zona Incerta, Left","datasource",1,922,37.02,1.71e-09,"*",0.039,7.0794e-07
"414","ZI_Zona Incerta, Right","datasource",1,922,40.105,3.76e-10,"*",0.042,1.55664e-07
