"stage",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","p.adj.signif"
"2","value","M1C_primary motor cortex (area M1, area 4)","OFC_orbital frontal cortex",202,202,4.77367045393052,201,3.48e-06,5.97e-06,"****"
"2","value","M1C_primary motor cortex (area M1, area 4)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,7.8839227723545,201,1.98e-13,5.4e-13,"****"
"2","value","M1C_primary motor cortex (area M1, area 4)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,7.40479452880103,201,3.54e-12,8.85e-12,"****"
"2","value","MD_mediodorsal nucleus of thalamus","OFC_orbital frontal cortex",202,202,-2.52756008319151,201,0.012,0.015,"*"
"2","value","MD_mediodorsal nucleus of thalamus","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-4.63184346682647,201,6.5e-06,1.05e-05,"****"
"2","value","MD_mediodorsal nucleus of thalamus","STR_striatum",202,202,-5.98830424973629,201,9.62e-09,1.86e-08,"****"
"2","value","MD_mediodorsal nucleus of thalamus","VFC_ventrolateral prefrontal cortex",202,202,-4.26668039404196,201,3.05e-05,4.69e-05,"****"
"2","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","OFC_orbital frontal cortex",202,202,-12.7850121795594,201,8.85e-28,5.59e-27,"****"
"2","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-4.34579193687516,201,2.2e-05,3.43e-05,"****"
"2","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-14.8077036249799,201,4.97e-34,4.59e-33,"****"
"2","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","STR_striatum",202,202,-6.84342310202314,201,9.14e-11,1.96e-10,"****"
"2","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-2.69735561328469,201,0.008,0.01,"**"
"2","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","VFC_ventrolateral prefrontal cortex",202,202,-12.4659310324532,201,8.49e-27,5.09e-26,"****"
"2","value","OFC_orbital frontal cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,5.67456025152155,201,4.8e-08,8.73e-08,"****"
"2","value","OFC_orbital frontal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-6.88881054084297,201,7.07e-11,1.54e-10,"****"
"2","value","OFC_orbital frontal cortex","STR_striatum",202,202,-2.57455329371228,201,0.011,0.014,"*"
"2","value","OFC_orbital frontal cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,5.18354526490166,201,5.29e-07,9.34e-07,"****"
"2","value","OFC_orbital frontal cortex","VFC_ventrolateral prefrontal cortex",202,202,-5.90563280931052,201,1.48e-08,2.78e-08,"****"
"2","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-10.7160564665119,201,1.74e-21,6.53e-21,"****"
"2","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","STR_striatum",202,202,-6.56658585744235,201,4.3e-10,8.9e-10,"****"
"2","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","VFC_ventrolateral prefrontal cortex",202,202,-8.09915816206703,201,5.26e-14,1.58e-13,"****"
"2","value","STC_posterior (caudal) superior temporal cortex (area 22c)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,9.62510091602449,201,2.83e-18,9.7e-18,"****"
"2","value","STR_striatum","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,6.89468763473115,201,6.84e-11,1.52e-10,"****"
"2","value","V1C_primary visual cortex (striate cortex, area V1/17)","VFC_ventrolateral prefrontal cortex",202,202,-7.1863240235075,201,1.28e-11,3.01e-11,"****"
"3","value","A1C_primary auditory cortex (core)","AMY_amygdaloid complex",202,202,14.3747055676492,201,1.08e-32,3.32e-32,"****"
"3","value","A1C_primary auditory cortex (core)","CBC_cerebellar cortex",202,202,8.11440707901906,201,4.78e-14,7.35e-14,"****"
"3","value","A1C_primary auditory cortex (core)","DFC_dorsolateral prefrontal cortex",202,202,38.9212786721781,201,1.52e-95,6.08e-94,"****"
"3","value","A1C_primary auditory cortex (core)","HIP_hippocampus (hippocampal formation)",202,202,-12.1495203157203,201,7.93e-26,1.83e-25,"****"
"3","value","A1C_primary auditory cortex (core)","IPC_posteroventral (inferior) parietal cortex",202,202,-18.5780987377427,201,1.66e-45,7.97e-45,"****"
"3","value","A1C_primary auditory cortex (core)","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-11.9289266002894,201,3.75e-25,8.49e-25,"****"
"3","value","A1C_primary auditory cortex (core)","M1C_primary motor cortex (area M1, area 4)",202,202,2.3682813032526,201,0.019,0.021,"*"
"3","value","A1C_primary auditory cortex (core)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,9.79543924162096,201,9.06e-19,1.6e-18,"****"
"3","value","A1C_primary auditory cortex (core)","OFC_orbital frontal cortex",202,202,2.8716563900546,201,0.005,0.005,"**"
"3","value","A1C_primary auditory cortex (core)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-11.1645946573554,201,7.85e-23,1.57e-22,"****"
"3","value","A1C_primary auditory cortex (core)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-9.02712101186478,201,1.45e-16,2.35e-16,"****"
"3","value","A1C_primary auditory cortex (core)","STR_striatum",202,202,13.5737830361484,201,3.25e-30,9.51e-30,"****"
"3","value","A1C_primary auditory cortex (core)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-4.21074928327357,201,3.84e-05,4.47e-05,"****"
"3","value","A1C_primary auditory cortex (core)","VFC_ventrolateral prefrontal cortex",202,202,8.18009303587105,201,3.18e-14,4.96e-14,"****"
"3","value","AMY_amygdaloid complex","CBC_cerebellar cortex",202,202,5.1013004562754,201,7.78e-07,9.62e-07,"****"
"3","value","AMY_amygdaloid complex","DFC_dorsolateral prefrontal cortex",202,202,13.1502352631753,201,6.62e-29,1.81e-28,"****"
"3","value","AMY_amygdaloid complex","HIP_hippocampus (hippocampal formation)",202,202,-28.9827243197618,201,1.03e-73,1.37e-72,"****"
"3","value","AMY_amygdaloid complex","IPC_posteroventral (inferior) parietal cortex",202,202,-33.097549804377,201,2.66e-83,4.56e-82,"****"
"3","value","AMY_amygdaloid complex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-27.6221724730776,201,2.36e-70,2.83e-69,"****"
"3","value","AMY_amygdaloid complex","M1C_primary motor cortex (area M1, area 4)",202,202,-12.3217444832974,201,2.35e-26,5.53e-26,"****"
"3","value","AMY_amygdaloid complex","MD_mediodorsal nucleus of thalamus",202,202,-10.6879322885454,201,2.12e-21,3.91e-21,"****"
"3","value","AMY_amygdaloid complex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-2.57928100932952,201,0.011,0.012,"*"
"3","value","AMY_amygdaloid complex","OFC_orbital frontal cortex",202,202,-9.04971850020417,201,1.25e-16,2.08e-16,"****"
"3","value","AMY_amygdaloid complex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-20.4270912644674,201,6.2e-51,3.72e-50,"****"
"3","value","AMY_amygdaloid complex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-23.7023573140597,201,4.02e-60,2.84e-59,"****"
"3","value","AMY_amygdaloid complex","STR_striatum",202,202,7.92917554073855,201,1.5e-13,2.28e-13,"****"
"3","value","AMY_amygdaloid complex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-16.0322234420447,201,8.41e-38,3.06e-37,"****"
"3","value","AMY_amygdaloid complex","VFC_ventrolateral prefrontal cortex",202,202,-8.59744384427142,201,2.3e-15,3.68e-15,"****"
"3","value","CBC_cerebellar cortex","HIP_hippocampus (hippocampal formation)",202,202,-12.9856480831657,201,2.13e-28,5.44e-28,"****"
"3","value","CBC_cerebellar cortex","IPC_posteroventral (inferior) parietal cortex",202,202,-11.7620539982016,201,1.21e-24,2.64e-24,"****"
"3","value","CBC_cerebellar cortex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-15.7864594449746,201,4.78e-37,1.59e-36,"****"
"3","value","CBC_cerebellar cortex","M1C_primary motor cortex (area M1, area 4)",202,202,-7.69350097017038,201,6.29e-13,9.32e-13,"****"
"3","value","CBC_cerebellar cortex","MD_mediodorsal nucleus of thalamus",202,202,-9.04302459941662,201,1.3e-16,2.14e-16,"****"
"3","value","CBC_cerebellar cortex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-4.76010154949887,201,3.69e-06,4.43e-06,"****"
"3","value","CBC_cerebellar cortex","OFC_orbital frontal cortex",202,202,-7.57656924590527,201,1.27e-12,1.86e-12,"****"
"3","value","CBC_cerebellar cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-9.72598972287462,201,1.44e-18,2.5e-18,"****"
"3","value","CBC_cerebellar cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-11.0908804298316,201,1.31e-22,2.58e-22,"****"
"3","value","CBC_cerebellar cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-9.38445267056036,201,1.39e-17,2.35e-17,"****"
"3","value","CBC_cerebellar cortex","VFC_ventrolateral prefrontal cortex",202,202,-6.83263826718875,201,9.72e-11,1.37e-10,"****"
"3","value","DFC_dorsolateral prefrontal cortex","HIP_hippocampus (hippocampal formation)",202,202,-30.8857337474454,201,2.99e-78,4.48e-77,"****"
"3","value","DFC_dorsolateral prefrontal cortex","IPC_posteroventral (inferior) parietal cortex",202,202,-43.1011325548594,201,1.69e-103,1.01e-101,"****"
"3","value","DFC_dorsolateral prefrontal cortex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-26.6906680707292,201,5.35e-68,5.35e-67,"****"
"3","value","DFC_dorsolateral prefrontal cortex","M1C_primary motor cortex (area M1, area 4)",202,202,-36.4032264245682,201,1.99e-90,5.97e-89,"****"
"3","value","DFC_dorsolateral prefrontal cortex","MD_mediodorsal nucleus of thalamus",202,202,-18.0904071240712,201,4.76e-44,2.12e-43,"****"
"3","value","DFC_dorsolateral prefrontal cortex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-24.7262471695404,201,7.09e-63,5.67e-62,"****"
"3","value","DFC_dorsolateral prefrontal cortex","OFC_orbital frontal cortex",202,202,-18.9208148056117,201,1.59e-46,7.95e-46,"****"
"3","value","DFC_dorsolateral prefrontal cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-48.0123208029678,201,4.35e-112,5.22e-110,"****"
"3","value","DFC_dorsolateral prefrontal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-35.7295390403268,201,5.15e-89,1.03e-87,"****"
"3","value","DFC_dorsolateral prefrontal cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-35.966867120396,201,1.63e-89,3.91e-88,"****"
"3","value","DFC_dorsolateral prefrontal cortex","VFC_ventrolateral prefrontal cortex",202,202,-27.5295874524259,201,4.02e-70,4.39e-69,"****"
"3","value","HIP_hippocampus (hippocampal formation)","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-2.0470011218498,201,0.042,0.046,"*"
"3","value","HIP_hippocampus (hippocampal formation)","M1C_primary motor cortex (area M1, area 4)",202,202,13.1027557588488,201,9.27e-29,2.47e-28,"****"
"3","value","HIP_hippocampus (hippocampal formation)","MD_mediodorsal nucleus of thalamus",202,202,11.5596099351611,201,5e-24,1.03e-23,"****"
"3","value","HIP_hippocampus (hippocampal formation)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,16.0475454196864,201,7.55e-38,2.83e-37,"****"
"3","value","HIP_hippocampus (hippocampal formation)","OFC_orbital frontal cortex",202,202,15.9520377235003,201,1.48e-37,5.22e-37,"****"
"3","value","HIP_hippocampus (hippocampal formation)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,5.05132447200987,201,9.82e-07,1.19e-06,"****"
"3","value","HIP_hippocampus (hippocampal formation)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,5.07872615037447,201,8.65e-07,1.06e-06,"****"
"3","value","HIP_hippocampus (hippocampal formation)","STR_striatum",202,202,20.4938305463633,201,3.98e-51,2.51e-50,"****"
"3","value","HIP_hippocampus (hippocampal formation)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,9.65465916014313,201,2.32e-18,3.98e-18,"****"
"3","value","HIP_hippocampus (hippocampal formation)","VFC_ventrolateral prefrontal cortex",202,202,18.1130902111768,201,4.07e-44,1.88e-43,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-2.43058755584971,201,0.016,0.018,"*"
"3","value","IPC_posteroventral (inferior) parietal cortex","M1C_primary motor cortex (area M1, area 4)",202,202,17.4567906045074,201,3.85e-42,1.65e-41,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","MD_mediodorsal nucleus of thalamus",202,202,10.7531428258612,201,1.35e-21,2.53e-21,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,21.9358058243047,201,3.08e-55,2.05e-54,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","OFC_orbital frontal cortex",202,202,14.9272390449553,201,2.12e-34,6.88e-34,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,5.75667814084824,201,3.17e-08,4.27e-08,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,6.06478286799351,201,6.45e-09,8.8e-09,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","STR_striatum",202,202,19.6697424105783,201,9.9e-49,5.4e-48,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,11.7979314499263,201,9.42e-25,2.09e-24,"****"
"3","value","IPC_posteroventral (inferior) parietal cortex","VFC_ventrolateral prefrontal cortex",202,202,25.4024081818935,201,1.16e-64,9.94e-64,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","M1C_primary motor cortex (area M1, area 4)",202,202,12.8199152077515,201,6.91e-28,1.69e-27,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","MD_mediodorsal nucleus of thalamus",202,202,12.7857121621944,201,8.81e-28,2.11e-27,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,13.4778334130499,201,6.44e-30,1.8e-29,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","OFC_orbital frontal cortex",202,202,14.4847754629573,201,4.94e-33,1.56e-32,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,5.20600172932741,201,4.75e-07,6e-07,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,7.19872404216427,201,1.19e-11,1.72e-11,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","STR_striatum",202,202,25.5981344915453,201,3.56e-65,3.29e-64,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,10.1187026187517,201,1.03e-19,1.84e-19,"****"
"3","value","ITC_inferolateral temporal cortex (area TEv, area 20)","VFC_ventrolateral prefrontal cortex",202,202,17.3905293734968,201,6.1e-42,2.52e-41,"****"
"3","value","M1C_primary motor cortex (area M1, area 4)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,7.80242020460395,201,3.25e-13,4.88e-13,"****"
"3","value","M1C_primary motor cortex (area M1, area 4)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-13.4970103981256,201,5.62e-30,1.61e-29,"****"
"3","value","M1C_primary motor cortex (area M1, area 4)","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-11.6940821336949,201,1.95e-24,4.11e-24,"****"
"3","value","M1C_primary motor cortex (area M1, area 4)","STR_striatum",202,202,12.9523740994724,201,2.7e-28,6.75e-28,"****"
"3","value","M1C_primary motor cortex (area M1, area 4)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-5.26811053609722,201,3.53e-07,4.55e-07,"****"
"3","value","M1C_primary motor cortex (area M1, area 4)","VFC_ventrolateral prefrontal cortex",202,202,6.36839168849805,201,1.27e-09,1.77e-09,"****"
"3","value","MD_mediodorsal nucleus of thalamus","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,5.30546255171044,201,2.95e-07,3.85e-07,"****"
"3","value","MD_mediodorsal nucleus of thalamus","OFC_orbital frontal cortex",202,202,3.11832048817951,201,0.002,0.002,"**"
"3","value","MD_mediodorsal nucleus of thalamus","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-6.09801277528382,201,5.41e-09,7.46e-09,"****"
"3","value","MD_mediodorsal nucleus of thalamus","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-5.449241500043,201,1.47e-07,1.94e-07,"****"
"3","value","MD_mediodorsal nucleus of thalamus","STR_striatum",202,202,13.9647469800431,201,2.01e-31,6.03e-31,"****"
"3","value","MD_mediodorsal nucleus of thalamus","VFC_ventrolateral prefrontal cortex",202,202,4.23545873381624,201,3.47e-05,4.08e-05,"****"
"3","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","OFC_orbital frontal cortex",202,202,-4.31919662641917,201,2.46e-05,2.92e-05,"****"
"3","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-20.0489802351935,201,7.74e-50,4.42e-49,"****"
"3","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-13.0322244384606,201,1.53e-28,3.99e-28,"****"
"3","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","STR_striatum",202,202,7.07465402663364,201,2.44e-11,3.49e-11,"****"
"3","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-11.3263763480726,201,2.55e-23,5.19e-23,"****"
"3","value","MFC_anterior (rostral) cingulate (medial prefrontal) cortex","VFC_ventrolateral prefrontal cortex",202,202,-3.40456647054932,201,8e-04,0.000923,"***"
"3","value","OFC_orbital frontal cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-11.0037818217034,201,2.39e-22,4.63e-22,"****"
"3","value","OFC_orbital frontal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-8.26475424564837,201,1.88e-14,2.97e-14,"****"
"3","value","OFC_orbital frontal cortex","STR_striatum",202,202,10.926454981259,201,4.09e-22,7.79e-22,"****"
"3","value","OFC_orbital frontal cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-5.23243682460013,201,4.19e-07,5.35e-07,"****"
"3","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","STR_striatum",202,202,15.9110142189529,201,1.98e-37,6.79e-37,"****"
"3","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,5.57563996390234,201,7.88e-08,1.05e-07,"****"
"3","value","S1C_primary somatosensory cortex (area S1, areas 3,1,2)","VFC_ventrolateral prefrontal cortex",202,202,16.4826695287582,201,3.51e-39,1.4e-38,"****"
"3","value","STC_posterior (caudal) superior temporal cortex (area 22c)","STR_striatum",202,202,19.2410798105907,201,1.8e-47,9.39e-47,"****"
"3","value","STC_posterior (caudal) superior temporal cortex (area 22c)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,5.15139796134078,201,6.15e-07,7.69e-07,"****"
"3","value","STC_posterior (caudal) superior temporal cortex (area 22c)","VFC_ventrolateral prefrontal cortex",202,202,24.2400100397131,201,1.42e-61,1.06e-60,"****"
"3","value","STR_striatum","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-16.2546801664223,201,1.75e-38,6.77e-38,"****"
"3","value","STR_striatum","VFC_ventrolateral prefrontal cortex",202,202,-11.7356216285243,201,1.46e-24,3.13e-24,"****"
"3","value","V1C_primary visual cortex (striate cortex, area V1/17)","VFC_ventrolateral prefrontal cortex",202,202,10.1687448785175,201,7.32e-20,1.33e-19,"****"
"4","value","A1C_primary auditory cortex (core)","CBC_cerebellar cortex",202,202,6.63705652489984,201,2.91e-10,5.72e-10,"****"
"4","value","A1C_primary auditory cortex (core)","DFC_dorsolateral prefrontal cortex",202,202,-3.75558781826012,201,0.000226,0.000327,"***"
"4","value","A1C_primary auditory cortex (core)","HIP_hippocampus (hippocampal formation)",202,202,17.5905298458282,201,1.52e-42,4.56e-41,"****"
"4","value","A1C_primary auditory cortex (core)","M1C_primary motor cortex (area M1, area 4)",202,202,13.9411717842606,201,2.37e-31,2.03e-30,"****"
"4","value","A1C_primary auditory cortex (core)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,6.20833710659396,201,3.01e-09,5.73e-09,"****"
"4","value","A1C_primary auditory cortex (core)","OFC_orbital frontal cortex",202,202,11.0866584077119,201,1.35e-22,5.4e-22,"****"
"4","value","A1C_primary auditory cortex (core)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,11.2267917972148,201,5.1e-23,2.19e-22,"****"
"4","value","A1C_primary auditory cortex (core)","STR_striatum",202,202,-2.55381569393772,201,0.011,0.014,"*"
"4","value","A1C_primary auditory cortex (core)","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,10.5097276681675,201,7.18e-21,2.53e-20,"****"
"4","value","A1C_primary auditory cortex (core)","VFC_ventrolateral prefrontal cortex",202,202,6.83683535919939,201,9.49e-11,1.96e-10,"****"
"4","value","AMY_amygdaloid complex","CBC_cerebellar cortex",202,202,8.75674190579788,201,8.29e-16,2.43e-15,"****"
"4","value","AMY_amygdaloid complex","HIP_hippocampus (hippocampal formation)",202,202,14.5691514675862,201,2.71e-33,3.77e-32,"****"
"4","value","AMY_amygdaloid complex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,2.3418751531654,201,0.02,0.025,"*"
"4","value","AMY_amygdaloid complex","M1C_primary motor cortex (area M1, area 4)",202,202,11.5642727461416,201,4.84e-24,2.42e-23,"****"
"4","value","AMY_amygdaloid complex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,5.03785162939914,201,1.05e-06,1.68e-06,"****"
"4","value","AMY_amygdaloid complex","OFC_orbital frontal cortex",202,202,9.32278888093881,201,2.09e-17,6.78e-17,"****"
"4","value","AMY_amygdaloid complex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,7.93307376451477,201,1.46e-13,3.58e-13,"****"
"4","value","AMY_amygdaloid complex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,2.6296282428372,201,0.009,0.012,"*"
"4","value","AMY_amygdaloid complex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,11.1672193743216,201,7.71e-23,3.19e-22,"****"
"4","value","AMY_amygdaloid complex","VFC_ventrolateral prefrontal cortex",202,202,6.70298294903594,201,2.02e-10,4.11e-10,"****"
"4","value","CBC_cerebellar cortex","DFC_dorsolateral prefrontal cortex",202,202,-7.85082157840507,201,2.42e-13,5.69e-13,"****"
"4","value","CBC_cerebellar cortex","IPC_posteroventral (inferior) parietal cortex",202,202,-7.58176572487371,201,1.23e-12,2.73e-12,"****"
"4","value","CBC_cerebellar cortex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-6.2571422672134,201,2.32e-09,4.49e-09,"****"
"4","value","CBC_cerebellar cortex","MD_mediodorsal nucleus of thalamus",202,202,-5.7763940226876,201,2.87e-08,5.06e-08,"****"
"4","value","CBC_cerebellar cortex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-3.80631780092465,201,0.000187,0.000274,"***"
"4","value","CBC_cerebellar cortex","OFC_orbital frontal cortex",202,202,-3.08785327426565,201,0.002,0.003,"**"
"4","value","CBC_cerebellar cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-2.69643725615357,201,0.008,0.01,"**"
"4","value","CBC_cerebellar cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,-6.19937370392946,201,3.16e-09,5.92e-09,"****"
"4","value","CBC_cerebellar cortex","STR_striatum",202,202,-11.4121953691304,201,1.4e-23,6.46e-23,"****"
"4","value","CBC_cerebellar cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,-3.25079214058887,201,0.001,0.002,"**"
"4","value","CBC_cerebellar cortex","VFC_ventrolateral prefrontal cortex",202,202,-4.24515876774963,201,3.34e-05,5.07e-05,"****"
"4","value","DFC_dorsolateral prefrontal cortex","HIP_hippocampus (hippocampal formation)",202,202,18.4642204849367,201,3.63e-45,2.18e-43,"****"
"4","value","DFC_dorsolateral prefrontal cortex","IPC_posteroventral (inferior) parietal cortex",202,202,2.57667556650668,201,0.011,0.014,"*"
"4","value","DFC_dorsolateral prefrontal cortex","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,6.09984467747728,201,5.36e-09,9.9e-09,"****"
"4","value","DFC_dorsolateral prefrontal cortex","M1C_primary motor cortex (area M1, area 4)",202,202,15.7357835398013,201,6.84e-37,1.64e-35,"****"
"4","value","DFC_dorsolateral prefrontal cortex","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,9.53718228178313,201,5.07e-18,1.69e-17,"****"
"4","value","DFC_dorsolateral prefrontal cortex","OFC_orbital frontal cortex",202,202,17.7393660749355,201,5.4e-43,2.16e-41,"****"
"4","value","DFC_dorsolateral prefrontal cortex","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,13.5561491669922,201,3.69e-30,2.95e-29,"****"
"4","value","DFC_dorsolateral prefrontal cortex","STC_posterior (caudal) superior temporal cortex (area 22c)",202,202,6.83880954360013,201,9.39e-11,1.96e-10,"****"
"4","value","DFC_dorsolateral prefrontal cortex","V1C_primary visual cortex (striate cortex, area V1/17)",202,202,12.9730379574166,201,2.33e-28,1.75e-27,"****"
"4","value","DFC_dorsolateral prefrontal cortex","VFC_ventrolateral prefrontal cortex",202,202,12.1203358935261,201,9.75e-26,5.57e-25,"****"
"4","value","HIP_hippocampus (hippocampal formation)","IPC_posteroventral (inferior) parietal cortex",202,202,-15.5929339703856,201,1.88e-36,3.76e-35,"****"
"4","value","HIP_hippocampus (hippocampal formation)","ITC_inferolateral temporal cortex (area TEv, area 20)",202,202,-15.0136948780485,201,1.15e-34,1.97e-33,"****"
"4","value","HIP_hippocampus (hippocampal formation)","M1C_primary motor cortex (area M1, area 4)",202,202,-3.5999648143731,201,0.000401,0.00056,"***"
"4","value","HIP_hippocampus (hippocampal formation)","MD_mediodorsal nucleus of thalamus",202,202,-21.142158883889,201,5.47e-53,6.56e-51,"****"
"4","value","HIP_hippocampus (hippocampal formation)","MFC_anterior (rostral) cingulate (medial prefrontal) cortex",202,202,-14.2721658743281,201,2.25e-32,2.25e-31,"****"
"4","value","HIP_hippocampus (hippocampal formation)","OFC_orbital frontal cortex",202,202,-7.66950931846565,201,7.27e-13,1.65e-12,"****"
"4","value","HIP_hippocampus (hippocampal formation)","S1C_primary somatosensory cortex (area S1, areas 3,1,2)",202,202,-8.20418760135303,201,2.74e-14,7.15e-14,"****"
