"","struct_id","Effect","DFn","DFd","F","p","p<.05","ges","p.adj"
"270","PLT_planum temporale, Left","datasource",1,9,10.556,0.01,"*",0.54,1
"271","PLT_planum temporale, Right","datasource",1,9,13.041,0.006,"*",0.592,1
"272","Pn_pontine nuclei, Left","datasource",1,9,104.314,3e-06,"*",0.921,0.001242
"273","Pn_pontine nuclei, Right","datasource",1,9,106.967,2.7e-06,"*",0.922,0.0011178
"274","PoG-cs_postcentral gyrus, Left, bank of the central sulcus","datasource",1,9,7.378,0.024,"*",0.45,1
"275","PoG-cs_postcentral gyrus, Right, bank of the central sulcus","datasource",1,9,0.299,0.598,"",0.032,1
"276","PoG-il_postcentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,9,6.264,0.034,"*",0.41,1
"277","PoG-il_postcentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,9,11.284,0.008,"*",0.556,1
"278","PoG-pcs_postcentral gyrus, Left, bank of the posterior central sulcus","datasource",1,9,10.211,0.011,"*",0.532,1
"279","PoG-pcs_postcentral gyrus, Right, bank of the posterior central sulcus","datasource",1,9,4.981,0.053,"",0.356,1
"280","PoG-sl_postcentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,9,11.601,0.008,"*",0.563,1
"281","PoG-sl_postcentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,9,16.76,0.003,"*",0.651,1
"282","POrG_posterior orbital gyrus, Left","datasource",1,9,48.367,6.65e-05,"*",0.843,0.027531
"283","POrG_posterior orbital gyrus, Right","datasource",1,9,0.033,0.859,"",0.004,1
"284","Pr5_principal sensory nucleus of trigeminal nerve, Left","datasource",1,9,3.776,0.084,"",0.296,1
"285","Pr5_principal sensory nucleus of trigeminal nerve, Right","datasource",1,9,0.013,0.911,"",0.001,1
"286","PRF_Pontine Reticular Formation, Left","datasource",1,9,14.499,0.004,"*",0.617,1
"287","PRF_Pontine Reticular Formation, Right","datasource",1,9,62.587,2.42e-05,"*",0.874,0.0100188
"288","PrG-cs_precentral gyrus, Left, bank of the central sulcus","datasource",1,9,9.33,0.014,"*",0.509,1
"289","PrG-cs_precentral gyrus, Right, bank of the central sulcus","datasource",1,9,4.679,0.059,"",0.342,1
"290","PrG-il_precentral gyrus, Left, inferior lateral aspect of gyrus","datasource",1,9,16.542,0.003,"*",0.648,1
"291","PrG-il_precentral gyrus, Right, inferior lateral aspect of gyrus","datasource",1,9,18.455,0.002,"*",0.672,0.828
"292","PrG-prc_precentral gyrus, Left, bank of the precentral sulcus","datasource",1,9,4.731,0.058,"",0.345,1
"293","PrG-prc_precentral gyrus, Right, bank of the precentral sulcus","datasource",1,9,32.441,0.000296,"*",0.783,0.122544
"294","PrG-sl_precentral gyrus, Left, superior lateral aspect of gyrus","datasource",1,9,24.722,0.000768,"*",0.733,0.317952
"295","PrG-sl_precentral gyrus, Right, superior lateral aspect of gyrus","datasource",1,9,4.335,0.067,"",0.325,1
"296","PrOR_Preoptic Region, Left","datasource",1,9,16.681,0.003,"*",0.65,1
"297","PrOR_Preoptic Region, Right","datasource",1,9,1.807,0.212,"",0.167,1
"298","PTec_Pretectal Region","datasource",1,9,16.819,0.003,"*",0.651,1
"299","PTG_paraterminal gyrus, Right","datasource",1,9,54.232,4.26e-05,"*",0.858,0.0176364
"300","Pu_Putamen, Left","datasource",1,9,12.879,0.006,"*",0.589,1
"301","Pu_Putamen, Right","datasource",1,9,24.642,0.000776,"*",0.732,0.321264
"302","PV-Crus I_Crus I, Left Paravermis","datasource",1,9,29.078,0.000437,"*",0.764,0.180918
"303","PV-Crus I_Crus I, Right Paravermis","datasource",1,9,81.384,8.37e-06,"*",0.9,0.00346518
"304","PV-Crus II_Crus II, Left Paravermis","datasource",1,9,65.04,2.08e-05,"*",0.878,0.0086112
"305","PV-Crus II_Crus II, Right Paravermis","datasource",1,9,19.887,0.002,"*",0.688,0.828
"306","PV-III_III, Left Paravermis","datasource",1,9,12.191,0.007,"*",0.575,1
"307","PV-III_III, Right Paravermis","datasource",1,9,7.927,0.02,"*",0.468,1
"308","PV-IV_IV, Left Paravermis","datasource",1,9,22.448,0.001,"*",0.714,0.414
"309","PV-IV_IV, Right Paravermis","datasource",1,9,45.648,8.31e-05,"*",0.835,0.0344034
"310","PV-IX_IX, Left Paravermis","datasource",1,9,39.035,0.00015,"*",0.813,0.0621
"311","PV-IX_IX, Right Paravermis","datasource",1,9,136.005,9.82e-07,"*",0.938,0.000406548
"312","PV-V_V, Left Paravermis","datasource",1,9,5.107,0.05,"",0.362,1
"313","PV-V_V, Right Paravermis","datasource",1,9,72.278,1.36e-05,"*",0.889,0.0056304
"314","PV-VI_VI, Left Paravermis","datasource",1,9,3.836,0.082,"",0.299,1
"315","PV-VI_VI, Right Paravermis","datasource",1,9,58.594,3.14e-05,"*",0.867,0.0129996
"316","PV-VIIB_VIIB, Left Paravermis","datasource",1,9,39.224,0.000147,"*",0.813,0.060858
"317","PV-VIIB_VIIB, Right Paravermis","datasource",1,9,134.32,1.04e-06,"*",0.937,0.00043056
"318","PV-VIIIA_VIIIA, Left Paravermis","datasource",1,9,28.951,0.000444,"*",0.763,0.183816
"319","PV-VIIIA_VIIIA, Right Paravermis","datasource",1,9,34.627,0.000234,"*",0.794,0.096876
"320","PV-VIIIB_VIIIB, Left Paravermis","datasource",1,9,0.907,0.366,"",0.092,1
"321","PV-VIIIB_VIIIB, Right Paravermis","datasource",1,9,34.849,0.000228,"*",0.795,0.094392
"322","PV-X_X, Left Paravermis","datasource",1,9,98.143,3.87e-06,"*",0.916,0.00160218
"323","PVH_Paraventricular Nucleus of the Hypothalamus, Left","datasource",1,9,1.461,0.258,"",0.14,1
"324","PVH_Paraventricular Nucleus of the Hypothalamus, Right","datasource",1,9,5.021,0.052,"",0.358,1
"325","R_Reticular Nucleus of Thalamus, Left","datasource",1,9,143.959,7.71e-07,"*",0.941,0.000319194
"326","R_Reticular Nucleus of Thalamus, Right","datasource",1,9,94.041,4.62e-06,"*",0.913,0.00191268
"327","RaM_raphe nuclei of medulla","datasource",1,9,25.079,0.000731,"*",0.736,0.302634
"328","RN_Red Nucleus, Left","datasource",1,9,50.463,5.64e-05,"*",0.849,0.0233496
"329","RN_Red Nucleus, Right","datasource",1,9,90.557,5.4e-06,"*",0.91,0.0022356
"330","RPn_pontine raphe nucleus","datasource",1,9,38.999,0.000151,"*",0.812,0.062514
"331","RPn_pontine raphe nucleus, Left","datasource",1,9,3.655,0.088,"",0.289,1
"332","S_subiculum, Left","datasource",1,9,2.836,0.126,"",0.24,1
"333","S_subiculum, Right","datasource",1,9,2.22,0.17,"",0.198,1
"334","Sb_Subthalamic Nucleus, Left","datasource",1,9,36.269,0.000197,"*",0.801,0.081558
"335","Sb_Subthalamic Nucleus, Right","datasource",1,9,30.353,0.000376,"*",0.771,0.155664
"336","SC_Superior Colliculus, Left","datasource",1,9,10.187,0.011,"*",0.531,1
"337","SC_Superior Colliculus, Right","datasource",1,9,9.644,0.013,"*",0.517,1
"338","SCG_subcallosal gyrus, Left","datasource",1,9,54.1,4.3e-05,"*",0.857,0.017802
"339","SCG_subcollosal gyrus, Right","datasource",1,9,25.331,0.000706,"*",0.738,0.292284
"340","SFG_superior frontal gyrus, Left","datasource",1,9,115.958,1.93e-06,"*",0.928,0.00079902
"341","SFG-l_superior frontal gyrus, Left, lateral bank of gyrus","datasource",1,9,12.368,0.007,"*",0.579,1
"342","SFG-l_superior frontal gyrus, Right, lateral bank of gyrus","datasource",1,9,11.464,0.008,"*",0.56,1
"343","SFG-m_superior frontal gyrus, Left, medial bank of gyrus","datasource",1,9,9.047,0.015,"*",0.501,1
"344","SFG-m_superior frontal gyrus, Right, medial bank of gyrus","datasource",1,9,8.051,0.019,"*",0.472,1
"345","SI_Substantia Innominata, Left","datasource",1,9,31.433,0.000331,"*",0.777,0.137034
"346","SI_Substantia Innominata, Right","datasource",1,9,4.364,0.066,"",0.327,1
"347","SIG_Short Insular Gyri, Left","datasource",1,9,21.703,0.001,"*",0.707,0.414
"348","SIG_Short Insular Gyri, Right","datasource",1,9,9.999,0.012,"*",0.526,1
"349","SMG-i_supramarginal gyrus, Left, inferior bank of gyrus","datasource",1,9,0.067,0.801,"",0.007,1
"350","SMG-i_supramarginal gyrus, Right, inferior bank of gyrus","datasource",1,9,5.777,0.04,"*",0.391,1
"351","SMG-s_supramarginal gyrus, Left, superior bank of gyrus","datasource",1,9,15.886,0.003,"*",0.638,1
"352","SMG-s_supramarginal gyrus, Right, superior bank of gyrus","datasource",1,9,19.573,0.002,"*",0.685,0.828
"353","SNC_Substantia Nigra, pars compacta, Left","datasource",1,9,10.603,0.01,"*",0.541,1
"354","SNC_Substantia Nigra, pars compacta, Right","datasource",1,9,10.006,0.011,"*",0.526,1
"355","SNR_Substantia Nigra, pars reticulata, Left","datasource",1,9,63.191,2.33e-05,"*",0.875,0.0096462
"356","SNR_Substantia Nigra, pars reticulata, Right","datasource",1,9,68.406,1.69e-05,"*",0.884,0.0069966
"357","SO_Supraoptic Nucleus, Left","datasource",1,9,0.055,0.82,"",0.006,1
"358","SO_Supraoptic Nucleus, Right","datasource",1,9,3.105,0.112,"",0.257,1
"359","SOC_Superior Olivary Complex, Left","datasource",1,9,0.088,0.773,"",0.01,1
"360","SOC_Superior Olivary Complex, Right","datasource",1,9,32.653,0.000289,"*",0.784,0.119646
"361","SOG-i_superior occipital gyrus, Left, inferior bank of gyrus","datasource",1,9,2.251,0.168,"",0.2,1
"362","SOG-i_superior occipital gyrus, Right, inferior bank of gyrus","datasource",1,9,77.013,1.05e-05,"*",0.895,0.004347
"363","SOG-s_superior occipital gyrus, Left, superior bank of gyrus","datasource",1,9,3.074,0.113,"",0.255,1
"364","SOG-s_superior occipital gyrus, Right, superior bank of gyrus","datasource",1,9,4.42,0.065,"",0.329,1
"365","Sp5_spinal trigeminal nucleus, Left","datasource",1,9,6.086,0.036,"*",0.403,1
"366","Sp5_spinal trigeminal nucleus, Right","datasource",1,9,31.858,0.000316,"*",0.78,0.130824
"367","SPL-i_supraparietal lobule, Left, inferior bank of gyrus","datasource",1,9,2.975,0.119,"",0.248,1
"368","SPL-i_supraparietal lobule, Right, inferior bank of gyrus","datasource",1,9,3.272,0.104,"",0.267,1
"369","SPL-s_supraparietal lobule, Left, superior bank of gyrus","datasource",1,9,9.915,0.012,"*",0.524,1
"370","SPL-s_supraparietal lobule, Right, superior bank of gyrus","datasource",1,9,13.972,0.005,"*",0.608,1
"371","SptN_Septal nuclei, Left","datasource",1,9,2.978,0.118,"",0.249,1
"372","SptN_Septal nuclei, Right","datasource",1,9,7.729,0.021,"*",0.462,1
"373","SRoG_superior rostral gyrus, Left","datasource",1,9,28.354,0.000478,"*",0.759,0.197892
"374","SRoG_superior rostral gyrus, Right","datasource",1,9,1.228,0.296,"",0.12,1
"375","STG-i_superior temporal gyrus, Left, inferior bank of gyrus","datasource",1,9,6.891,0.028,"*",0.434,1
"376","STG-i_superior temporal gyrus, Right, inferior bank of gyrus","datasource",1,9,1.144,0.313,"",0.113,1
"377","STG-l_superior temporal gyrus, Left, lateral bank of gyrus","datasource",1,9,3.568,0.091,"",0.284,1
"378","STG-l_superior temporal gyrus, Right, lateral bank of gyrus","datasource",1,9,7.83,0.021,"*",0.465,1
"379","SubC_nucleus subceruleus, Left","datasource",1,9,21.677,0.001,"*",0.707,0.414
"380","SubC_nucleus subceruleus, Right","datasource",1,9,68.094,1.73e-05,"*",0.883,0.0071622
"381","SubCn_subcuneiform nucleus, Left","datasource",1,9,22.756,0.001,"*",0.717,0.414
"382","SubCn_subcuneiform nucleus, Right","datasource",1,9,59.329,2.99e-05,"*",0.868,0.0123786
"383","SuM_Supramammillary Nucleus, Left","datasource",1,9,0.042,0.842,"",0.005,1
"384","TCd_Tail of Caudate Nucleus, Left","datasource",1,9,0.018,0.895,"",0.002,1
"385","TCd_Tail of Caudate Nucleus, Right","datasource",1,9,1.415,0.265,"",0.136,1
"386","TG_transverse gyri, Left","datasource",1,9,15.388,0.003,"*",0.631,1
"387","TG_transverse gyri, Right","datasource",1,9,13.483,0.005,"*",0.6,1
"388","TM_Tuberomammillary Nucleus, Left","datasource",1,9,18.498,0.002,"*",0.673,0.828
"389","TP-i_temporal pole, Left, inferior aspect","datasource",1,9,0.106,0.752,"",0.012,1
"390","TP-i_temporal pole, Right, inferior aspect","datasource",1,9,48.124,6.78e-05,"*",0.842,0.0280692
"391","TP-m_temporal pole, Left, medial aspect","datasource",1,9,3.09,0.113,"",0.256,1
"392","TP-m_temporal pole, Right, medial aspect","datasource",1,9,57.455,3.4e-05,"*",0.865,0.014076
"393","TP-s_temporal pole, Left, superior aspect","datasource",1,9,9.483,0.013,"*",0.513,1
"394","TP-s_temporal pole, Right, superior aspect","datasource",1,9,4.771,0.057,"",0.346,1
"395","trIFG_Inferior frontal gyrus, triangular part, Left","datasource",1,9,36.108,2e-04,"*",0.8,0.0828
"396","trIFG_Inferior frontal gyrus, triangular part, Right","datasource",1,9,44.441,9.2e-05,"*",0.832,0.038088
"397","Ve-I-II_I-II","datasource",1,9,0.497,0.499,"",0.052,1
"398","Ve-III_III","datasource",1,9,59.23,3.01e-05,"*",0.868,0.0124614
"399","Ve-IV_IV","datasource",1,9,23.042,0.000973,"*",0.719,0.402822
"400","Ve-IX_IX","datasource",1,9,10.285,0.011,"*",0.533,1
"401","Ve-V_V","datasource",1,9,21.337,0.001,"*",0.703,0.414
"402","Ve-VI_VI","datasource",1,9,13.047,0.006,"*",0.592,1
"403","Ve-VIIAf_VIIAf","datasource",1,9,57.88,3.3e-05,"*",0.865,0.013662
"404","Ve-VIIAt_VIIAt","datasource",1,9,5.605,0.042,"*",0.384,1
"405","Ve-VIIB_VIIB","datasource",1,9,15.139,0.004,"*",0.627,1
"406","Ve-VIIIA_VIIIA","datasource",1,9,7.555,0.023,"*",0.456,1
"407","Ve-VIIIB_VIIIB","datasource",1,9,13.238,0.005,"*",0.595,1
"408","Ve-X_X","datasource",1,9,29.34,0.000424,"*",0.765,0.175536
"409","VMH_Ventromedial Hypothalamic Nucleus, Left","datasource",1,9,5.49,0.044,"*",0.379,1
"410","VMH_Ventromedial Hypothalamic Nucleus, Right","datasource",1,9,0.758,0.406,"",0.078,1
"411","VTA_ventral tegmental area, Left","datasource",1,9,13.116,0.006,"*",0.593,1
"412","VTA_ventral tegmental area, Right","datasource",1,9,28.564,0.000466,"*",0.76,0.192924
"413","ZI_Zona Incerta, Left","datasource",1,9,35.098,0.000222,"*",0.796,0.091908
"414","ZI_Zona Incerta, Right","datasource",1,9,64.399,2.16e-05,"*",0.877,0.0089424
